analysis,design,fold,seed,K,requested_minority_prevalence,realized_minority_prevalence,context_n,context_minority_n,context_majority_n,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,prevalence_condition
operational_prevalence_sweep,all_minority_0.4,9,42,1,0.4,0.40069686411149824,287,115,172,33,12,21,19,2,4,8,0.5,0.8181818181818182,0.8,0.6666666666666666,0.9047619047619048,0.7857142857142857,0.8260869565217391,10,0.30303030303030304,1.25,0.7272727272727273,0.6896551724137931,0.8888888888888888,0.8040283790283791,0.1368557025864475,0.15320312389821716,0.4
operational_prevalence_sweep,all_minority_0.4,9,99,1,0.4,0.40069686411149824,287,115,172,33,12,21,19,2,4,8,0.5,0.8181818181818182,0.8,0.6666666666666666,0.9047619047619048,0.7857142857142857,0.8260869565217391,10,0.30303030303030304,1.25,0.7272727272727273,0.6896551724137931,0.8968253968253969,0.8078162578162578,0.13339408692921867,0.14739998046195868,0.4
operational_prevalence_sweep,all_minority_0.4,10,1,1,0.4,0.4,285,114,171,33,13,20,15,5,5,8,0.5,0.696969696969697,0.6153846153846154,0.6153846153846154,0.75,0.6826923076923077,0.75,13,0.3939393939393939,1.625,0.6153846153846154,0.6153846153846154,0.8634615384615385,0.8205095987603728,0.15498660819313378,0.14128671180118213,0.4
operational_prevalence_sweep,all_minority_0.4,10,7,1,0.4,0.4,285,114,171,33,13,20,15,5,5,8,0.5,0.696969696969697,0.6153846153846154,0.6153846153846154,0.75,0.6826923076923077,0.75,13,0.3939393939393939,1.625,0.6153846153846154,0.6153846153846154,0.8653846153846154,0.8200936883629191,0.15712376499334058,0.14571760323914612,0.4
operational_prevalence_sweep,all_minority_0.4,10,21,1,0.4,0.4,285,114,171,33,13,20,15,5,5,8,0.5,0.696969696969697,0.6153846153846154,0.6153846153846154,0.75,0.6826923076923077,0.75,13,0.3939393939393939,1.625,0.6153846153846154,0.6153846153846154,0.8576923076923078,0.8154633378317588,0.15118645377578324,0.19058603093479617,0.4
operational_prevalence_sweep,all_minority_0.4,10,42,1,0.4,0.4,285,114,171,33,13,20,16,4,6,7,0.5,0.696969696969697,0.6363636363636364,0.5384615384615384,0.8,0.6692307692307693,0.7272727272727273,11,0.3333333333333333,1.5714285714285714,0.5833333333333334,0.5555555555555556,0.8423076923076923,0.8032488366466692,0.15705096528252152,0.22633364661173389,0.4
operational_prevalence_sweep,all_minority_0.4,10,99,1,0.4,0.4,285,114,171,33,13,20,16,4,5,8,0.5,0.7272727272727273,0.6666666666666666,0.6153846153846154,0.8,0.7076923076923077,0.7619047619047619,12,0.36363636363636365,1.5,0.64,0.625,0.8538461538461538,0.8117267149774889,0.15020944928308766,0.19497669375304022,0.4
operational_prevalence_sweep,all_minority_0.5,1,1,1,0.5,0.5,228,114,114,34,13,21,16,5,3,10,0.5,0.7647058823529411,0.6666666666666666,0.7692307692307693,0.7619047619047619,0.7655677655677655,0.8421052631578947,15,0.4411764705882353,1.5,0.7142857142857143,0.746268656716418,0.8461538461538463,0.8132607732286636,0.1688805713454193,0.11011129310902429,0.5
operational_prevalence_sweep,all_minority_0.5,1,7,1,0.5,0.5,228,114,114,34,13,21,16,5,3,10,0.5,0.7647058823529411,0.6666666666666666,0.7692307692307693,0.7619047619047619,0.7655677655677655,0.8421052631578947,15,0.4411764705882353,1.5,0.7142857142857143,0.746268656716418,0.8278388278388279,0.7794245640399486,0.17468919214669115,0.12394542247056958,0.5
operational_prevalence_sweep,all_minority_0.5,1,21,1,0.5,0.5,228,114,114,34,13,21,15,6,4,9,0.5,0.7058823529411765,0.6,0.6923076923076923,0.7142857142857143,0.7032967032967032,0.7894736842105263,15,0.4411764705882353,1.6666666666666667,0.6428571428571429,0.6716417910447762,0.8351648351648352,0.788265819148172,0.16937182182488061,0.13532898312105854,0.5
