analysis,design,fold,seed,K,requested_minority_prevalence,realized_minority_prevalence,context_n,context_minority_n,context_majority_n,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,prevalence_condition
operational_prevalence_sweep,all_minority_0.5,3,42,1,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5714285714285715,0.4564155060713765,0.26436505773080926,0.2643196981619386,0.5
operational_prevalence_sweep,all_minority_0.5,3,99,1,0.5,0.5,228,114,114,34,13,21,11,10,7,6,0.5,0.5,0.375,0.46153846153846156,0.5238095238095238,0.4926739926739927,0.6111111111111112,16,0.47058823529411764,2.6666666666666665,0.41379310344827586,0.4411764705882353,0.5897435897435898,0.4833118807366299,0.2605960075343308,0.23692075469914606,0.5
operational_prevalence_sweep,all_minority_0.5,4,1,1,0.5,0.5,228,114,114,34,13,21,16,5,7,6,0.5,0.6470588235294118,0.5454545454545454,0.46153846153846156,0.7619047619047619,0.6117216117216118,0.6956521739130435,11,0.3235294117647059,1.8333333333333333,0.5,0.47619047619047616,0.6703296703296704,0.5043644350145898,0.24223078372149032,0.1491302646258298,0.5
operational_prevalence_sweep,all_minority_0.5,4,7,1,0.5,0.5,228,114,114,34,13,21,14,7,7,6,0.5,0.5882352941176471,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.5641025641025641,0.6666666666666666,13,0.38235294117647056,2.1666666666666665,0.46153846153846156,0.46153846153846156,0.5677655677655677,0.473895388799235,0.2583778851514943,0.18148201966986935,0.5
operational_prevalence_sweep,all_minority_0.5,4,21,1,0.5,0.5,228,114,114,34,13,21,17,4,7,6,0.5,0.6764705882352942,0.6,0.46153846153846156,0.8095238095238095,0.6355311355311355,0.7083333333333334,10,0.29411764705882354,1.6666666666666667,0.5217391304347826,0.4838709677419355,0.6593406593406593,0.5159208352706804,0.2368661192060138,0.16973366500700224,0.5
operational_prevalence_sweep,all_minority_0.5,4,42,1,0.5,0.5,228,114,114,34,13,21,17,4,7,6,0.5,0.6764705882352942,0.6,0.46153846153846156,0.8095238095238095,0.6355311355311355,0.7083333333333334,10,0.29411764705882354,1.6666666666666667,0.5217391304347826,0.4838709677419355,0.673992673992674,0.5193884298423941,0.23231126211016614,0.14792846800649867,0.5
operational_prevalence_sweep,all_minority_0.5,4,99,1,0.5,0.5,228,114,114,34,13,21,17,4,8,5,0.5,0.6470588235294118,0.5555555555555556,0.38461538461538464,0.8095238095238095,0.5970695970695971,0.68,9,0.2647058823529412,1.8,0.45454545454545453,0.4098360655737705,0.6831501831501832,0.5022662880635016,0.24562903341654763,0.322071104803506,0.5
operational_prevalence_sweep,all_minority_0.5,5,1,1,0.5,0.5,228,114,114,34,13,21,15,6,4,9,0.5,0.7058823529411765,0.6,0.6923076923076923,0.7142857142857143,0.7032967032967032,0.7894736842105263,15,0.4411764705882353,1.6666666666666667,0.6428571428571429,0.6716417910447762,0.7509157509157509,0.672806079254427,0.19882248839644093,0.14154019206762317,0.5
operational_prevalence_sweep,all_minority_0.5,5,7,1,0.5,0.5,228,114,114,34,13,21,16,5,4,9,0.5,0.7352941176470589,0.6428571428571429,0.6923076923076923,0.7619047619047619,0.7271062271062271,0.8,14,0.4117647058823529,1.5555555555555556,0.6666666666666666,0.6818181818181818,0.7802197802197802,0.7220674875652251,0.1873296229543936,0.11674127114169738,0.5
operational_prevalence_sweep,all_minority_0.5,5,21,1,0.5,0.5,228,114,114,34,13,21,17,4,4,9,0.5,0.7647058823529411,0.6923076923076923,0.6923076923076923,0.8095238095238095,0.7509157509157509,0.8095238095238095,13,0.38235294117647056,1.4444444444444444,0.6923076923076923,0.6923076923076923,0.7435897435897436,0.6680816449764415,0.19796041909810702,0.13230202960617402,0.5
operational_prevalence_sweep,all_minority_0.5,5,42,1,0.5,0.5,228,114,114,34,13,21,17,4,6,7,0.5,0.7058823529411765,0.6363636363636364,0.5384615384615384,0.8095238095238095,0.673992673992674,0.7391304347826086,11,0.3235294117647059,1.5714285714285714,0.5833333333333334,0.5555555555555556,0.7692307692307693,0.6862519590077611,0.19437487075469528,0.1126902576755075,0.5
operational_prevalence_sweep,all_minority_0.5,5,99,1,0.5,0.5,228,114,114,34,13,21,15,6,4,9,0.5,0.7058823529411765,0.6,0.6923076923076923,0.7142857142857143,0.7032967032967032,0.7894736842105263,15,0.4411764705882353,1.6666666666666667,0.6428571428571429,0.6716417910447762,0.73992673992674,0.6499186120896647,0.20222920205745468,0.0841389552635305,0.5
operational_prevalence_sweep,all_minority_0.5,6,1,1,0.5,0.5,228,114,114,34,13,21,16,5,6,7,0.5,0.6764705882352942,0.5833333333333334,0.5384615384615384,0.7619047619047619,0.6501831501831501,0.7272727272727273,12,0.35294117647058826,1.7142857142857142,0.56,0.546875,0.6483516483516484,0.714619291308819,0.210831217776563,0.2244425630744766,0.5
operational_prevalence_sweep,all_minority_0.5,6,7,1,0.5,0.5,228,114,114,34,13,21,16,5,6,7,0.5,0.6764705882352942,0.5833333333333334,0.5384615384615384,0.7619047619047619,0.6501831501831501,0.7272727272727273,12,0.35294117647058826,1.7142857142857142,0.56,0.546875,0.6593406593406593,0.7023971301671161,0.2227677284688408,0.1926858731928994,0.5
operational_prevalence_sweep,all_minority_0.5,6,21,1,0.5,0.5,228,114,114,34,13,21,15,6,6,7,0.5,0.6470588235294118,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.6263736263736264,0.7142857142857143,13,0.38235294117647056,1.8571428571428572,0.5384615384615384,0.5384615384615384,0.6446886446886447,0.6900825753766928,0.22248670647616428,0.20379716201740153,0.5
operational_prevalence_sweep,all_minority_0.5,6,42,1,0.5,0.5,228,114,114,34,13,21,16,5,6,7,0.5,0.6764705882352942,0.5833333333333334,0.5384615384615384,0.7619047619047619,0.6501831501831501,0.7272727272727273,12,0.35294117647058826,1.7142857142857142,0.56,0.546875,0.6520146520146519,0.7176671367847838,0.21405155976151088,0.2175710643915569,0.5
operational_prevalence_sweep,all_minority_0.5,6,99,1,0.5,0.5,228,114,114,34,13,21,12,9,6,7,0.5,0.5588235294117647,0.4375,0.5384615384615384,0.5714285714285714,0.554945054945055,0.6666666666666666,16,0.47058823529411764,2.2857142857142856,0.4827586206896552,0.5147058823529411,0.6483516483516484,0.7085490205833758,0.22602430965452575,0.23022257448995814,0.5
operational_prevalence_sweep,all_minority_0.5,7,1,1,0.5,0.5,230,115,115,33,12,21,13,8,3,9,0.5,0.6666666666666666,0.5294117647058824,0.75,0.6190476190476191,0.6845238095238095,0.8125,17,0.5151515151515151,1.8888888888888888,0.6206896551724138,0.6923076923076923,0.7261904761904762,0.5860996642246643,0.2265192915247818,0.22434436597607352,0.5
operational_prevalence_sweep,all_minority_0.5,7,7,1,0.5,0.5,230,115,115,33,12,21,14,7,4,8,0.5,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,15,0.45454545454545453,1.875,0.5925925925925926,0.6349206349206349,0.7380952380952381,0.6093868414659489,0.21439125736992384,0.2583976098985383,0.5
operational_prevalence_sweep,all_minority_0.5,7,21,1,0.5,0.5,230,115,115,33,12,21,13,8,2,10,0.5,0.696969696969697,0.5555555555555556,0.8333333333333334,0.6190476190476191,0.7261904761904763,0.8666666666666667,18,0.5454545454545454,1.8,0.6666666666666666,0.7575757575757576,0.7658730158730159,0.6448005698005698,0.21474243115985459,0.18812375583431942,0.5
operational_prevalence_sweep,all_minority_0.5,7,42,1,0.5,0.5,230,115,115,33,12,21,14,7,3,9,0.5,0.696969696969697,0.5625,0.75,0.6666666666666666,0.7083333333333333,0.8235294117647058,16,0.48484848484848486,1.7777777777777777,0.6428571428571429,0.703125,0.7103174603174603,0.5729052197802198,0.22146575981683628,0.2190451771020889,0.5
operational_prevalence_sweep,all_minority_0.5,7,99,1,0.5,0.5,230,115,115,33,12,21,12,9,2,10,0.5,0.6666666666666666,0.5263157894736842,0.8333333333333334,0.5714285714285714,0.7023809523809523,0.8571428571428571,19,0.5757575757575758,1.9,0.6451612903225806,0.746268656716418,0.7777777777777778,0.662289673927605,0.20809134815659844,0.1795260165676926,0.5
operational_prevalence_sweep,all_minority_0.5,8,1,1,0.5,0.5,230,115,115,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8273809523809523,0.760683556639439,0.18156491037076197,0.19074511979565476,0.5
operational_prevalence_sweep,all_minority_0.5,8,7,1,0.5,0.5,230,115,115,33,12,21,15,6,1,11,0.5,0.7878787878787878,0.6470588235294118,0.9166666666666666,0.7142857142857143,0.8154761904761905,0.9375,17,0.5151515151515151,1.5454545454545454,0.7586206896551724,0.8461538461538461,0.8293650793650793,0.7663714989653124,0.17288152271417992,0.19491898471658878,0.5
operational_prevalence_sweep,all_minority_0.5,8,21,1,0.5,0.5,230,115,115,33,12,21,16,5,2,10,0.5,0.7878787878787878,0.6666666666666666,0.8333333333333334,0.7619047619047619,0.7976190476190477,0.8888888888888888,15,0.45454545454545453,1.5,0.7407407407407407,0.7936507936507936,0.8015873015873016,0.6883953084891219,0.1858479137110481,0.1965486186020302,0.5
operational_prevalence_sweep,all_minority_0.5,8,42,1,0.5,0.5,230,115,115,33,12,21,15,6,1,11,0.5,0.7878787878787878,0.6470588235294118,0.9166666666666666,0.7142857142857143,0.8154761904761905,0.9375,17,0.5151515151515151,1.5454545454545454,0.7586206896551724,0.8461538461538461,0.7976190476190476,0.708396260602143,0.18528213999153362,0.2117317467927933,0.5
operational_prevalence_sweep,all_minority_0.5,8,99,1,0.5,0.5,230,115,115,33,12,21,15,6,1,11,0.5,0.7878787878787878,0.6470588235294118,0.9166666666666666,0.7142857142857143,0.8154761904761905,0.9375,17,0.5151515151515151,1.5454545454545454,0.7586206896551724,0.8461538461538461,0.7896825396825397,0.6868824025963495,0.18615891437315515,0.2394206912228555,0.5
operational_prevalence_sweep,all_minority_0.5,9,1,1,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.9047619047619048,0.8248466810966811,0.1503006096907077,0.23367657535003897,0.5
operational_prevalence_sweep,all_minority_0.5,9,7,1,0.5,0.5,230,115,115,33,12,21,19,2,1,11,0.5,0.9090909090909091,0.8461538461538461,0.9166666666666666,0.9047619047619048,0.9107142857142857,0.95,13,0.3939393939393939,1.1818181818181819,0.88,0.9016393442622951,0.9246031746031746,0.8538012368894723,0.14076251221234176,0.28254798596555536,0.5
operational_prevalence_sweep,all_minority_0.5,9,21,1,0.5,0.5,230,115,115,33,12,21,18,3,2,10,0.5,0.8484848484848485,0.7692307692307693,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.9,13,0.3939393939393939,1.3,0.8,0.819672131147541,0.8849206349206349,0.8125117937617937,0.14110903114385343,0.19232477428335132,0.5
operational_prevalence_sweep,all_minority_0.5,9,42,1,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.8928571428571428,0.8009559683472728,0.1377521343832835,0.19876849922266873,0.5
operational_prevalence_sweep,all_minority_0.5,9,99,1,0.5,0.5,230,115,115,33,12,21,19,2,2,10,0.5,0.8787878787878788,0.8333333333333334,0.8333333333333334,0.9047619047619048,0.8690476190476191,0.9047619047619048,12,0.36363636363636365,1.2,0.8333333333333334,0.8333333333333334,0.9087301587301587,0.8212902837902838,0.1370683622100716,0.2193617229208802,0.5
operational_prevalence_sweep,all_minority_0.5,10,1,1,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8326923076923076,0.7382842027908918,0.1825136517899563,0.16913195451100668,0.5
operational_prevalence_sweep,all_minority_0.5,10,7,1,0.5,0.5,228,114,114,33,13,20,14,6,2,11,0.5,0.7575757575757576,0.6470588235294118,0.8461538461538461,0.7,0.773076923076923,0.875,17,0.5151515151515151,1.5454545454545454,0.7333333333333333,0.7971014492753623,0.8423076923076923,0.7312211910896123,0.18031256446587005,0.1916844253287171,0.5
operational_prevalence_sweep,all_minority_0.5,10,21,1,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8538461538461539,0.8115185646562164,0.16792008604221176,0.24271289101152707,0.5
operational_prevalence_sweep,all_minority_0.5,10,42,1,0.5,0.5,228,114,114,33,13,20,14,6,3,10,0.5,0.7272727272727273,0.625,0.7692307692307693,0.7,0.7346153846153847,0.8235294117647058,16,0.48484848484848486,1.6,0.6896551724137931,0.7352941176470589,0.8692307692307693,0.83670875907718,0.1708872841768423,0.17416128200111966,0.5
operational_prevalence_sweep,all_minority_0.5,10,99,1,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8576923076923078,0.8154633378317588,0.17611980748850378,0.14165159653533588,0.5
operational_prevalence_sweep,all_minority_natural,1,1,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8315018315018315,0.7831113331113331,0.16212066938416136,0.10872831261333298,natural
operational_prevalence_sweep,all_minority_natural,1,7,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8388278388278388,0.7910008794624179,0.16082739177960467,0.10726721453316072,natural
operational_prevalence_sweep,all_minority_natural,1,21,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8388278388278388,0.7883056915564655,0.16269695874144255,0.1357528381049633,natural
operational_prevalence_sweep,all_minority_natural,1,42,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8351648351648352,0.7756162640778024,0.16088915277141252,0.0920860600822112,natural
operational_prevalence_sweep,all_minority_natural,1,99,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8351648351648352,0.7803820362643892,0.16062626705360766,0.09088830343064142,natural
operational_prevalence_sweep,all_minority_natural,2,1,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.6200451686999942,0.2085323794119535,0.1287215917425997,natural
operational_prevalence_sweep,all_minority_natural,2,7,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.61580976922168,0.20787102459997608,0.12852126009324016,natural
operational_prevalence_sweep,all_minority_natural,2,21,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.6124214908334014,0.2092612254235725,0.12851070174399543,natural
operational_prevalence_sweep,all_minority_natural,2,42,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6886446886446886,0.6422626947636743,0.20867438686838793,0.12586722698281794,natural
operational_prevalence_sweep,all_minority_natural,2,99,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6923076923076923,0.6271201431978364,0.2077623965845526,0.12710121843744726,natural
operational_prevalence_sweep,all_minority_natural,3,1,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5677655677655677,0.4533308714077945,0.2560307893418243,0.2213706911048468,natural
operational_prevalence_sweep,all_minority_natural,3,7,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5750915750915752,0.4573319984858446,0.25509338328704745,0.2225570777321563,natural
operational_prevalence_sweep,all_minority_natural,3,21,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5714285714285714,0.45586679702064314,0.2538565402719127,0.22272030833889456,natural
operational_prevalence_sweep,all_minority_natural,3,42,1,natural,0.37748344370860926,302,114,188,34,13,21,15,6,8,5,0.5,0.5882352941176471,0.45454545454545453,0.38461538461538464,0.7142857142857143,0.5494505494505495,0.6521739130434783,11,0.3235294117647059,2.2,0.4166666666666667,0.3968253968253968,0.5604395604395604,0.44763656571348875,0.2565895402396651,0.22135538498268403,natural
operational_prevalence_sweep,all_minority_natural,3,99,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5677655677655677,0.4552539483308714,0.2526136377692864,0.2217871253104771,natural
operational_prevalence_sweep,all_minority_natural,4,1,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6630036630036631,0.5111828196630996,0.24280564831038276,0.19894636816838207,natural
operational_prevalence_sweep,all_minority_natural,4,7,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.652014652014652,0.5044257155605506,0.24380395755540238,0.23110362449113062,natural
operational_prevalence_sweep,all_minority_natural,4,21,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,9,4,0.5,0.6176470588235294,0.5,0.3076923076923077,0.8095238095238095,0.5586080586080586,0.6538461538461539,8,0.23529411764705882,2.0,0.38095238095238093,0.3333333333333333,0.6593406593406594,0.5086489433131901,0.24230490339710647,0.19060692958095496,natural
operational_prevalence_sweep,all_minority_natural,4,42,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6630036630036631,0.50972120937796,0.2430391412824721,0.24052479096195278,natural
operational_prevalence_sweep,all_minority_natural,4,99,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6593406593406593,0.5082571533753644,0.2420831543346067,0.25899728453334636,natural
operational_prevalence_sweep,all_minority_natural,5,1,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.7472527472527473,0.6626491563991563,0.19664583571336947,0.18509948516593258,natural
operational_prevalence_sweep,all_minority_natural,5,7,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.7472527472527473,0.6626491563991563,0.19725087626545784,0.14303917832234325,natural
operational_prevalence_sweep,all_minority_natural,5,21,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.750915750915751,0.6664530448184294,0.19538317450214213,0.18012861754087842,natural
operational_prevalence_sweep,all_minority_natural,5,42,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.7472527472527473,0.6655060751214597,0.19583492689508242,0.10975487705539257,natural
operational_prevalence_sweep,all_minority_natural,5,99,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.7582417582417582,0.6805056588710434,0.19486675239082163,0.18160575803588416,natural
operational_prevalence_sweep,all_minority_natural,6,1,1,natural,0.37748344370860926,302,114,188,34,13,21,20,1,7,6,0.5,0.7647058823529411,0.8571428571428571,0.46153846153846156,0.9523809523809523,0.7069597069597069,0.7407407407407407,7,0.20588235294117646,1.1666666666666667,0.6,0.5084745762711864,0.6483516483516484,0.6908434158434158,0.20367661848433743,0.19679422041072564,natural
operational_prevalence_sweep,all_minority_natural,6,7,1,natural,0.37748344370860926,302,114,188,34,13,21,20,1,7,6,0.5,0.7647058823529411,0.8571428571428571,0.46153846153846156,0.9523809523809523,0.7069597069597069,0.7407407407407407,7,0.20588235294117646,1.1666666666666667,0.6,0.5084745762711864,0.6446886446886446,0.693198903493021,0.20404940422271745,0.22331952544696188,natural
operational_prevalence_sweep,all_minority_natural,6,21,1,natural,0.37748344370860926,302,114,188,34,13,21,20,1,7,6,0.5,0.7647058823529411,0.8571428571428571,0.46153846153846156,0.9523809523809523,0.7069597069597069,0.7407407407407407,7,0.20588235294117646,1.1666666666666667,0.6,0.5084745762711864,0.6520146520146519,0.7008301611242786,0.20335669364789255,0.1980689847294022,natural
operational_prevalence_sweep,all_minority_natural,6,42,1,natural,0.37748344370860926,302,114,188,34,13,21,20,1,7,6,0.5,0.7647058823529411,0.8571428571428571,0.46153846153846156,0.9523809523809523,0.7069597069597069,0.7407407407407407,7,0.20588235294117646,1.1666666666666667,0.6,0.5084745762711864,0.6410256410256411,0.6894407335583805,0.20330780959705397,0.19825693723909993,natural
operational_prevalence_sweep,all_minority_natural,6,99,1,natural,0.37748344370860926,302,114,188,34,13,21,20,1,7,6,0.5,0.7647058823529411,0.8571428571428571,0.46153846153846156,0.9523809523809523,0.7069597069597069,0.7407407407407407,7,0.20588235294117646,1.1666666666666667,0.6,0.5084745762711864,0.6446886446886446,0.6983076836018012,0.20211074712635635,0.19582162928931854,natural
operational_prevalence_sweep,all_minority_natural,7,1,1,natural,0.3795379537953795,303,115,188,33,12,21,18,3,6,6,0.5,0.7272727272727273,0.6666666666666666,0.5,0.8571428571428571,0.6785714285714286,0.75,9,0.2727272727272727,1.5,0.5714285714285714,0.5263157894736842,0.7380952380952381,0.6166756446168211,0.19858285935170478,0.13465822871887323,natural
operational_prevalence_sweep,all_minority_natural,7,7,1,natural,0.3795379537953795,303,115,188,33,12,21,18,3,6,6,0.5,0.7272727272727273,0.6666666666666666,0.5,0.8571428571428571,0.6785714285714286,0.75,9,0.2727272727272727,1.5,0.5714285714285714,0.5263157894736842,0.7380952380952381,0.6090873015873015,0.19907442798655176,0.0908858107798027,natural
operational_prevalence_sweep,all_minority_natural,7,21,1,natural,0.3795379537953795,303,115,188,33,12,21,18,3,6,6,0.5,0.7272727272727273,0.6666666666666666,0.5,0.8571428571428571,0.6785714285714286,0.75,9,0.2727272727272727,1.5,0.5714285714285714,0.5263157894736842,0.746031746031746,0.6192353263144337,0.199844278524998,0.1092801798473705,natural
operational_prevalence_sweep,all_minority_natural,7,42,1,natural,0.3795379537953795,303,115,188,33,12,21,18,3,5,7,0.5,0.7575757575757576,0.7,0.5833333333333334,0.8571428571428571,0.7202380952380952,0.782608695652174,10,0.30303030303030304,1.4285714285714286,0.6363636363636364,0.603448275862069,0.7380952380952381,0.6153740895120204,0.19786347091962622,0.1173657382076437,natural
operational_prevalence_sweep,all_minority_natural,7,99,1,natural,0.3795379537953795,303,115,188,33,12,21,18,3,5,7,0.5,0.7575757575757576,0.7,0.5833333333333334,0.8571428571428571,0.7202380952380952,0.782608695652174,10,0.30303030303030304,1.4285714285714286,0.6363636363636364,0.603448275862069,0.7420634920634921,0.6121121525533291,0.19817376118475566,0.15094479354041992,natural
operational_prevalence_sweep,all_minority_natural,8,1,1,natural,0.3795379537953795,303,115,188,33,12,21,16,5,4,8,0.5,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.7619047619047619,0.7142857142857142,0.8,13,0.3939393939393939,1.625,0.64,0.6557377049180327,0.8174603174603174,0.7340065299624123,0.16166866990099354,0.1478224823420698,natural
operational_prevalence_sweep,all_minority_natural,8,7,1,natural,0.3795379537953795,303,115,188,33,12,21,16,5,4,8,0.5,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.7619047619047619,0.7142857142857142,0.8,13,0.3939393939393939,1.625,0.64,0.6557377049180327,0.8214285714285714,0.7382800342359166,0.16119414588208603,0.1727200412389004,natural
operational_prevalence_sweep,all_minority_natural,8,21,1,natural,0.3795379537953795,303,115,188,33,12,21,16,5,4,8,0.5,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.7619047619047619,0.7142857142857142,0.8,13,0.3939393939393939,1.625,0.64,0.6557377049180327,0.8134920634920635,0.7287034996593821,0.1622390255492816,0.14909236133098605,natural
