model,order,feature_i,feature_j,mean_signed_fsii,sd_signed_fsii,mean_abs_fsii,sd_abs_fsii,positive_direction_fraction,explained_students,signed_ci_low,signed_ci_high,direction,budget,explanation_scale,uncertainty_role,feature_i_construct,feature_j_construct
B-TabPFN K=1,2,Q7_PHQ2_Depressed,Q16_Belonging,-0.0013959277,0.0098046043,0.007190224,0.0066913898,0.375,32,-0.0049308645,0.0021390091,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Social and institutional integration
B-TabPFN K=1,2,Q7_PHQ2_Depressed,Q8_GAD2_Nervous,-0.0173905767,0.055170083,0.0493252079,0.029059712,0.34375,32,-0.0372815127,0.0025003594,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Psychological distress
B-TabPFN K=1,2,Q7_PHQ2_Depressed,Q9_GAD2_Worry,-0.016177845,0.068003804,0.0565174249,0.0399677875,0.375,32,-0.0406958308,0.0083401409,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Psychological distress
B-TabPFN K=1,2,Q8_GAD2_Nervous,Q10_Financial_Difficulty,-0.0018717651,0.0065430708,0.0049958152,0.0045458799,0.375,32,-0.0042307937,0.0004872635,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Structural and contextual barriers
B-TabPFN K=1,2,Q8_GAD2_Nervous,Q11_Internet_Access,-0.0007653522,0.0048136125,0.0036995588,0.0031060074,0.46875,32,-0.0025008446,0.0009701402,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Structural and contextual barriers
B-TabPFN K=1,2,Q8_GAD2_Nervous,Q12_Outside_Responsibilities,0.0028416846,0.0092680416,0.0077530866,0.005672994,0.625,32,-0.0004998007,0.0061831699,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Structural and contextual barriers
B-TabPFN K=1,2,Q8_GAD2_Nervous,Q13_Faculty,-0.0007008533,0.0054876925,0.0041667406,0.0035637097,0.5,32,-0.0026793775,0.0012776708,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Institutional and programme context
B-TabPFN K=1,2,Q8_GAD2_Nervous,Q14_Year,-0.0006076264,0.0070029541,0.0055553013,0.0041911317,0.46875,32,-0.0031324606,0.0019172077,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Institutional and programme context
B-TabPFN K=1,2,Q8_GAD2_Nervous,Q16_Belonging,-0.0063869832,0.0144815677,0.0126254153,0.0093424941,0.375,32,-0.0116081451,-0.0011658213,negative,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Social and institutional integration
B-TabPFN K=1,2,Q8_GAD2_Nervous,Q9_GAD2_Worry,-0.0205368362,0.0470972148,0.0420508225,0.0287784954,0.3125,32,-0.0375171929,-0.0035564796,negative,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Psychological distress
B-TabPFN K=1,2,Q9_GAD2_Worry,Q10_Financial_Difficulty,-0.0019241546,0.0098499226,0.0076197862,0.0063959906,0.3125,32,-0.0054754304,0.0016271212,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Structural and contextual barriers
B-TabPFN K=1,2,Q9_GAD2_Worry,Q11_Internet_Access,0.0007216355,0.0049029444,0.0036206078,0.003323365,0.4375,32,-0.0010460644,0.0024893355,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Structural and contextual barriers
B-TabPFN K=1,2,Q9_GAD2_Worry,Q12_Outside_Responsibilities,4.23226e-05,0.0092152198,0.0078851191,0.0045542697,0.46875,32,-0.0032801184,0.0033647636,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Structural and contextual barriers
B-TabPFN K=1,2,Q9_GAD2_Worry,Q13_Faculty,-0.0024251441,0.0071297542,0.005698356,0.0048358781,0.40625,32,-0.0049956946,0.0001454064,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Institutional and programme context
B-TabPFN K=1,2,Q9_GAD2_Worry,Q14_Year,1.556e-06,0.0071695633,0.0056279004,0.0043252352,0.5625,32,-0.0025833472,0.0025864592,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Institutional and programme context
B-TabPFN K=1,2,Q9_GAD2_Worry,Q16_Belonging,-0.0040391231,0.0126340051,0.0099996264,0.0085580829,0.34375,32,-0.0085941677,0.0005159214,uncertain_ci_crosses_zero,1024,positive_class_probability,descriptive unadjusted interval; not a significance test,Psychological distress,Social and institutional integration
