outer_fold,model,selected_parameters_json,candidate_id,parameters_json,mean_inner_f2,sd_inner_f2
final_training,Logistic Regression,"{""C"": 10.0}",4,"{""C"": 10.0}",0.6625282886404934,0.12551149000664302
final_training,Random Forest,"{""max_depth"": 5, ""min_samples_leaf"": 1}",3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.6156100351104229,0.13500237109973026
final_training,Gaussian Naive Bayes,"{""var_smoothing"": 1e-07}",5,"{""var_smoothing"": 1e-07}",0.7576119705059376,0.025704634659295997
final_training,KNN,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.49367780306283426,0.09840730063828645
final_training,XGBoost,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",0.6183201852834591,0.14127419119196685
