model,curve,x,y,threshold
Logistic Regression,PR,0.6377952755905512,0.5955882352941176,0.4967953578185035
Logistic Regression,PR,0.6377952755905512,0.6,0.4991714769670921
Logistic Regression,PR,0.6377952755905512,0.6044776119402985,0.5073749967802471
Logistic Regression,PR,0.6299212598425197,0.6015037593984962,0.5075124451745334
Logistic Regression,PR,0.6299212598425197,0.6060606060606061,0.5076822627012498
Logistic Regression,PR,0.6299212598425197,0.6106870229007634,0.5088617211594412
Logistic Regression,PR,0.6220472440944882,0.6076923076923076,0.5106344547709661
Logistic Regression,PR,0.6141732283464567,0.6046511627906976,0.5108958012600273
Logistic Regression,PR,0.6062992125984252,0.6015625,0.5156105495699266
Logistic Regression,PR,0.6062992125984252,0.6062992125984252,0.5162568080248336
Logistic Regression,PR,0.5984251968503937,0.6031746031746031,0.5176567995537636
Logistic Regression,PR,0.5905511811023622,0.6,0.5196534964742061
Logistic Regression,PR,0.5826771653543307,0.5967741935483871,0.5198428600301236
Logistic Regression,PR,0.5748031496062992,0.5934959349593496,0.5250370820264306
Logistic Regression,PR,0.5669291338582677,0.5901639344262295,0.5266672064321313
Logistic Regression,PR,0.5669291338582677,0.5950413223140496,0.5302029626357165
Logistic Regression,PR,0.5669291338582677,0.6,0.5309139784296282
Logistic Regression,PR,0.5590551181102362,0.5966386554621849,0.5351059904169633
Logistic Regression,PR,0.5511811023622047,0.5932203389830508,0.5402525010424966
Logistic Regression,PR,0.5511811023622047,0.5982905982905983,0.5412912955379097
Logistic Regression,PR,0.5433070866141733,0.5948275862068966,0.5419131549385863
Logistic Regression,PR,0.5354330708661418,0.591304347826087,0.5420267963274572
Logistic Regression,PR,0.5354330708661418,0.5964912280701754,0.5421941463748334
Logistic Regression,PR,0.5354330708661418,0.6017699115044248,0.5439587769343175
Logistic Regression,PR,0.5354330708661418,0.6071428571428571,0.5477202931748743
Logistic Regression,PR,0.5354330708661418,0.6126126126126126,0.5527697578096014
Logistic Regression,PR,0.5354330708661418,0.6181818181818182,0.5536219314746267
Logistic Regression,PR,0.5354330708661418,0.6238532110091743,0.553681690325631
Logistic Regression,PR,0.5354330708661418,0.6296296296296297,0.5584154548414242
Logistic Regression,PR,0.5354330708661418,0.6355140186915887,0.5607006249800612
Logistic Regression,PR,0.5275590551181102,0.6320754716981132,0.5680733768641715
Logistic Regression,PR,0.5275590551181102,0.638095238095238,0.5680794555241874
Logistic Regression,PR,0.5275590551181102,0.6442307692307693,0.5699377197587548
Logistic Regression,PR,0.5196850393700787,0.6407766990291263,0.5722519920724906
Logistic Regression,PR,0.5196850393700787,0.6470588235294118,0.5723416350130769
Logistic Regression,PR,0.5196850393700787,0.6534653465346535,0.5764540210246226
Logistic Regression,PR,0.5196850393700787,0.66,0.5776795336194415
Logistic Regression,PR,0.5118110236220472,0.6565656565656566,0.5787099198309512
Logistic Regression,PR,0.5039370078740157,0.6530612244897959,0.5787139418387581
Logistic Regression,PR,0.49606299212598426,0.6494845360824743,0.5790743213663359
Logistic Regression,PR,0.4881889763779528,0.6458333333333334,0.5801811325241365
Logistic Regression,PR,0.48031496062992124,0.6421052631578947,0.5858288587959489
Logistic Regression,PR,0.47244094488188976,0.6382978723404256,0.5863746728189195
Logistic Regression,PR,0.47244094488188976,0.6451612903225806,0.587095571572455
Logistic Regression,PR,0.4645669291338583,0.6413043478260869,0.587531157160192
Logistic Regression,PR,0.4645669291338583,0.6483516483516484,0.5879392366520423
Logistic Regression,PR,0.4566929133858268,0.6444444444444445,0.5880864508470087
Logistic Regression,PR,0.4566929133858268,0.651685393258427,0.5969943762541835
Logistic Regression,PR,0.44881889763779526,0.6477272727272727,0.5975481599965136
Logistic Regression,PR,0.4409448818897638,0.6436781609195402,0.6046033534440968
Logistic Regression,PR,0.4330708661417323,0.6395348837209303,0.6096040730833541
Logistic Regression,PR,0.4330708661417323,0.6470588235294118,0.6097025321058838
Logistic Regression,PR,0.4251968503937008,0.6428571428571429,0.6226592038629504
Logistic Regression,PR,0.41732283464566927,0.6385542168674698,0.6267319854839131
Logistic Regression,PR,0.41732283464566927,0.6463414634146342,0.628093512702571
Logistic Regression,PR,0.4094488188976378,0.6419753086419753,0.6288609270312551
Logistic Regression,PR,0.4015748031496063,0.6375,0.6294725390989198
Logistic Regression,PR,0.4015748031496063,0.6455696202531646,0.6299223313799033
Logistic Regression,PR,0.3937007874015748,0.6410256410256411,0.6303724750218467
Logistic Regression,PR,0.3858267716535433,0.6363636363636364,0.630448549344733
Logistic Regression,PR,0.3858267716535433,0.6447368421052632,0.6315985411792698
Logistic Regression,PR,0.3858267716535433,0.6533333333333333,0.6317452465017664
Logistic Regression,PR,0.3779527559055118,0.6486486486486487,0.6331922329061415
Logistic Regression,PR,0.3700787401574803,0.6438356164383562,0.6492853676270811
Logistic Regression,PR,0.3700787401574803,0.6527777777777778,0.6502360871132353
Logistic Regression,PR,0.36220472440944884,0.647887323943662,0.6514259009744986
Logistic Regression,PR,0.36220472440944884,0.6571428571428571,0.6532866593405633
Logistic Regression,PR,0.3543307086614173,0.6521739130434783,0.6534847731532342
Logistic Regression,PR,0.3464566929133858,0.6470588235294118,0.6551883883091832
Logistic Regression,PR,0.3464566929133858,0.6567164179104478,0.655457506055532
Logistic Regression,PR,0.3464566929133858,0.6666666666666666,0.6564061107125261
Logistic Regression,PR,0.33858267716535434,0.6615384615384615,0.6564404022549158
Logistic Regression,PR,0.33070866141732286,0.65625,0.6598418125159408
Logistic Regression,PR,0.3228346456692913,0.6507936507936508,0.6600386877404719
Logistic Regression,PR,0.31496062992125984,0.6451612903225806,0.6601606617708231
Logistic Regression,PR,0.30708661417322836,0.639344262295082,0.6626334435936327
Logistic Regression,PR,0.2992125984251969,0.6333333333333333,0.6643068074474011
Logistic Regression,PR,0.29133858267716534,0.6271186440677966,0.6663355895524185
Logistic Regression,PR,0.28346456692913385,0.6206896551724138,0.6677212463905002
Logistic Regression,PR,0.28346456692913385,0.631578947368421,0.6732637436898187
Logistic Regression,PR,0.28346456692913385,0.6428571428571429,0.6772608544652363
Logistic Regression,PR,0.28346456692913385,0.6545454545454545,0.6795034191700061
Logistic Regression,PR,0.28346456692913385,0.6666666666666666,0.6829448547966458
Logistic Regression,PR,0.28346456692913385,0.6792452830188679,0.6898747297529176
Logistic Regression,PR,0.28346456692913385,0.6923076923076923,0.6907376521505951
Logistic Regression,PR,0.2755905511811024,0.6862745098039216,0.6921655621839686
Logistic Regression,PR,0.2755905511811024,0.7,0.696315989340502
Logistic Regression,PR,0.2755905511811024,0.7142857142857143,0.7011059163342078
Logistic Regression,PR,0.2755905511811024,0.7291666666666666,0.7020871845441027
Logistic Regression,PR,0.2755905511811024,0.7446808510638298,0.704811455382863
Logistic Regression,PR,0.2677165354330709,0.7391304347826086,0.7054641928511755
Logistic Regression,PR,0.25984251968503935,0.7333333333333333,0.7146290216171488
Logistic Regression,PR,0.25984251968503935,0.75,0.7231668304935248
Logistic Regression,PR,0.25196850393700787,0.7441860465116279,0.7242605608119779
Logistic Regression,PR,0.2440944881889764,0.7380952380952381,0.7244178117432145
Logistic Regression,PR,0.23622047244094488,0.7317073170731707,0.7281872541017327
Logistic Regression,PR,0.2283464566929134,0.725,0.7309909884362904
Logistic Regression,PR,0.2283464566929134,0.7435897435897436,0.7314202442254545
Logistic Regression,PR,0.2204724409448819,0.7368421052631579,0.7466231459572688
Logistic Regression,PR,0.2125984251968504,0.7297297297297297,0.7472063871864769
Logistic Regression,PR,0.2125984251968504,0.75,0.7508273865970224
Logistic Regression,PR,0.2047244094488189,0.7428571428571429,0.7529387842009407
Logistic Regression,PR,0.1968503937007874,0.7352941176470589,0.7562641441385102
Logistic Regression,PR,0.1968503937007874,0.7575757575757576,0.7592437866893839
Logistic Regression,PR,0.1889763779527559,0.75,0.7595771522044046
Logistic Regression,PR,0.1889763779527559,0.7741935483870968,0.7622901808040621
Logistic Regression,PR,0.18110236220472442,0.7666666666666667,0.7685521684190457
Logistic Regression,PR,0.1732283464566929,0.7586206896551724,0.7696030940621865
Logistic Regression,PR,0.1732283464566929,0.7857142857142857,0.7709508494374055
Logistic Regression,PR,0.16535433070866143,0.7777777777777778,0.7714275921866944
Logistic Regression,PR,0.15748031496062992,0.7692307692307693,0.7942955571580751
Logistic Regression,PR,0.14960629921259844,0.76,0.8051581793858245
Logistic Regression,PR,0.14173228346456693,0.75,0.8104605549788003
Logistic Regression,PR,0.13385826771653545,0.7391304347826086,0.8307513236539756
Logistic Regression,PR,0.12598425196850394,0.7272727272727273,0.8378951639350324
Logistic Regression,PR,0.11811023622047244,0.7142857142857143,0.8411417995149982
Logistic Regression,PR,0.11811023622047244,0.75,0.8413629255858251
Logistic Regression,PR,0.11023622047244094,0.7368421052631579,0.844427891482611
Logistic Regression,PR,0.10236220472440945,0.7222222222222222,0.8467582983727309
Logistic Regression,PR,0.09448818897637795,0.7058823529411765,0.8590139731825382
Logistic Regression,PR,0.08661417322834646,0.6875,0.8681512952326144
Logistic Regression,PR,0.07874015748031496,0.6666666666666666,0.8709898756159936
Logistic Regression,PR,0.07086614173228346,0.6428571428571429,0.882591247771418
Logistic Regression,PR,0.06299212598425197,0.6153846153846154,0.8862579390227217
Logistic Regression,PR,0.05511811023622047,0.5833333333333334,0.8936154268800789
Logistic Regression,PR,0.047244094488188976,0.5454545454545454,0.896592573533817
Logistic Regression,PR,0.047244094488188976,0.6,0.8986270507251682
Logistic Regression,PR,0.047244094488188976,0.6666666666666666,0.9049435563367202
Logistic Regression,PR,0.047244094488188976,0.75,0.9151726883797244
Logistic Regression,PR,0.03937007874015748,0.7142857142857143,0.9233567482796498
Logistic Regression,PR,0.031496062992125984,0.6666666666666666,0.9358430638027566
Logistic Regression,PR,0.023622047244094488,0.6,0.9383710595559441
Logistic Regression,PR,0.023622047244094488,0.75,0.9411686730778177
Logistic Regression,PR,0.023622047244094488,1.0,0.9456206300826823
Logistic Regression,PR,0.015748031496062992,1.0,0.9480973239417946
Logistic Regression,PR,0.007874015748031496,1.0,0.9858942889188594
Logistic Regression,PR,0.0,1.0,
Random Forest,ROC,0.0,0.0,inf
Random Forest,ROC,0.0,0.007874015748031496,0.894228307164005
Random Forest,ROC,0.0,0.07086614173228346,0.7999106236518275
Random Forest,ROC,0.004784688995215311,0.07086614173228346,0.7953493112795424
Random Forest,ROC,0.004784688995215311,0.07874015748031496,0.7901962683381856
Random Forest,ROC,0.014354066985645933,0.07874015748031496,0.7815813367599111
Random Forest,ROC,0.014354066985645933,0.08661417322834646,0.7777874225903055
Random Forest,ROC,0.019138755980861243,0.08661417322834646,0.7756497297553026
Random Forest,ROC,0.019138755980861243,0.09448818897637795,0.7552455906892205
Random Forest,ROC,0.023923444976076555,0.09448818897637795,0.753925487802087
Random Forest,ROC,0.023923444976076555,0.10236220472440945,0.7489553943699733
Random Forest,ROC,0.028708133971291867,0.10236220472440945,0.7459672348792389
Random Forest,ROC,0.028708133971291867,0.11023622047244094,0.7367971548586707
Random Forest,ROC,0.03349282296650718,0.11023622047244094,0.7328699659287492
Random Forest,ROC,0.03349282296650718,0.1732283464566929,0.7021008961487866
Random Forest,ROC,0.0430622009569378,0.1732283464566929,0.7003520939581569
Random Forest,ROC,0.0430622009569378,0.1889763779527559,0.6980930658603943
Random Forest,ROC,0.04784688995215311,0.1889763779527559,0.6935359147910044
Random Forest,ROC,0.04784688995215311,0.1968503937007874,0.6864268419159741
Random Forest,ROC,0.05741626794258373,0.1968503937007874,0.6845543104895617
Random Forest,ROC,0.05741626794258373,0.2204724409448819,0.6772464450811126
Random Forest,ROC,0.06220095693779904,0.2204724409448819,0.6769330600620754
Random Forest,ROC,0.06220095693779904,0.2440944881889764,0.6651889595466266
Random Forest,ROC,0.06698564593301436,0.2440944881889764,0.6644651323606227
Random Forest,ROC,0.06698564593301436,0.31496062992125984,0.6414149412419557
Random Forest,ROC,0.07177033492822966,0.31496062992125984,0.6396480372192355
Random Forest,ROC,0.07177033492822966,0.33070866141732286,0.6311962916295658
Random Forest,ROC,0.09090909090909091,0.33070866141732286,0.6219101324383899
Random Forest,ROC,0.09090909090909091,0.3543307086614173,0.6174547772867162
Random Forest,ROC,0.09569377990430622,0.3543307086614173,0.6150123168488193
Random Forest,ROC,0.09569377990430622,0.4015748031496063,0.6078904770166991
Random Forest,ROC,0.10047846889952153,0.4015748031496063,0.6075541661242493
Random Forest,ROC,0.10047846889952153,0.41732283464566927,0.604841029516778
Random Forest,ROC,0.10526315789473684,0.41732283464566927,0.6033997969995615
Random Forest,ROC,0.10526315789473684,0.4409448818897638,0.5982193309512212
Random Forest,ROC,0.11004784688995216,0.4409448818897638,0.5936198117051811
Random Forest,ROC,0.11004784688995216,0.44881889763779526,0.5909778064163353
Random Forest,ROC,0.11483253588516747,0.44881889763779526,0.5901175452347774
Random Forest,ROC,0.11483253588516747,0.4566929133858268,0.5874408937669602
Random Forest,ROC,0.12440191387559808,0.4566929133858268,0.5847002956956162
Random Forest,ROC,0.12440191387559808,0.47244094488188976,0.5837168518995043
Random Forest,ROC,0.15789473684210525,0.47244094488188976,0.5720524046976774
Random Forest,ROC,0.15789473684210525,0.5118110236220472,0.5600675549378314
Random Forest,ROC,0.1722488038277512,0.5118110236220472,0.5547114906809582
Random Forest,ROC,0.1722488038277512,0.5433070866141733,0.5463184978760235
Random Forest,ROC,0.20574162679425836,0.5433070866141733,0.5352972397528454
Random Forest,ROC,0.20574162679425836,0.5826771653543307,0.5268524754663029
Random Forest,ROC,0.21052631578947367,0.5826771653543307,0.5238018041650216
Random Forest,ROC,0.21052631578947367,0.5984251968503937,0.5193840078658765
Random Forest,ROC,0.22488038277511962,0.5984251968503937,0.515912095121497
Random Forest,ROC,0.22488038277511962,0.6141732283464567,0.5155389263145101
Random Forest,ROC,0.23444976076555024,0.6141732283464567,0.512323459156496
Random Forest,ROC,0.23444976076555024,0.6220472440944882,0.5112342496264803
Random Forest,ROC,0.24401913875598086,0.6220472440944882,0.5100716036227794
Random Forest,ROC,0.24401913875598086,0.6299212598425197,0.5083187844399665
Random Forest,ROC,0.2535885167464115,0.6299212598425197,0.5059242215296594
Random Forest,ROC,0.2535885167464115,0.6377952755905512,0.5020635808299042
Random Forest,ROC,0.2822966507177033,0.6377952755905512,0.4874764766038785
Random Forest,ROC,0.2822966507177033,0.6456692913385826,0.4874060728983788
Random Forest,ROC,0.28708133971291866,0.6456692913385826,0.48634818910594285
Random Forest,ROC,0.28708133971291866,0.6692913385826772,0.47826250714853563
Random Forest,ROC,0.291866028708134,0.6692913385826772,0.47744500092217845
Random Forest,ROC,0.291866028708134,0.6771653543307087,0.4742648321094882
Random Forest,ROC,0.3062200956937799,0.6771653543307087,0.47292264567629866
Random Forest,ROC,0.3062200956937799,0.6929133858267716,0.46989439972187014
Random Forest,ROC,0.32057416267942584,0.6929133858267716,0.4639300633007917
Random Forest,ROC,0.32057416267942584,0.7007874015748031,0.4636793763916388
Random Forest,ROC,0.3444976076555024,0.7007874015748031,0.4530576291912429
Random Forest,ROC,0.3444976076555024,0.7086614173228346,0.453018811152363
Random Forest,ROC,0.3684210526315789,0.7086614173228346,0.4427130722930737
Random Forest,ROC,0.3684210526315789,0.7244094488188977,0.44101344391361014
Random Forest,ROC,0.3827751196172249,0.7244094488188977,0.43814492851829745
Random Forest,ROC,0.3827751196172249,0.7322834645669292,0.4348589495000276
Random Forest,ROC,0.39712918660287083,0.7322834645669292,0.42891559011645886
Random Forest,ROC,0.39712918660287083,0.7401574803149606,0.4287753351767457
Random Forest,ROC,0.41626794258373206,0.7401574803149606,0.41519567387851636
Random Forest,ROC,0.41626794258373206,0.7559055118110236,0.4123411824624582
Random Forest,ROC,0.4354066985645933,0.7559055118110236,0.40281035387426806
Random Forest,ROC,0.4354066985645933,0.7716535433070866,0.39989112896914597
Random Forest,ROC,0.4449760765550239,0.7716535433070866,0.39902861207287527
Random Forest,ROC,0.4449760765550239,0.7795275590551181,0.39615483863074635
Random Forest,ROC,0.45454545454545453,0.7795275590551181,0.3941871169647683
Random Forest,ROC,0.45454545454545453,0.7874015748031497,0.3936940146252023
Random Forest,ROC,0.45933014354066987,0.7874015748031497,0.3916347348517923
Random Forest,ROC,0.45933014354066987,0.7952755905511811,0.387922258677121
Random Forest,ROC,0.46411483253588515,0.7952755905511811,0.38689016022915523
Random Forest,ROC,0.46411483253588515,0.8031496062992126,0.385882526739804
Random Forest,ROC,0.4688995215311005,0.8031496062992126,0.38510226011941884
Random Forest,ROC,0.4688995215311005,0.8110236220472441,0.38311389466274115
Random Forest,ROC,0.507177033492823,0.8110236220472441,0.3711151742195652
Random Forest,ROC,0.507177033492823,0.8188976377952756,0.36717210776019116
Random Forest,ROC,0.5215311004784688,0.8188976377952756,0.361890799040734
Random Forest,ROC,0.5215311004784688,0.8346456692913385,0.3592563350796081
Random Forest,ROC,0.5311004784688995,0.8346456692913385,0.35835978286587755
Random Forest,ROC,0.5311004784688995,0.84251968503937,0.356024910177824
Random Forest,ROC,0.5598086124401914,0.84251968503937,0.3518930006192005
Random Forest,ROC,0.5598086124401914,0.8503937007874016,0.348548854290084
Random Forest,ROC,0.5885167464114832,0.8503937007874016,0.3342452174514353
Random Forest,ROC,0.5885167464114832,0.8582677165354331,0.33409681896126703
Random Forest,ROC,0.645933014354067,0.8582677165354331,0.3159008379008059
Random Forest,ROC,0.645933014354067,0.8661417322834646,0.31345533969955897
Random Forest,ROC,0.6507177033492823,0.8661417322834646,0.3110893561514467
Random Forest,ROC,0.6507177033492823,0.8818897637795275,0.30927057994578816
Random Forest,ROC,0.722488038277512,0.8818897637795275,0.28254491973660745
Random Forest,ROC,0.722488038277512,0.8976377952755905,0.27941726353890345
Random Forest,ROC,0.7272727272727273,0.8976377952755905,0.27927725614457083
Random Forest,ROC,0.7272727272727273,0.905511811023622,0.2790598711481984
Random Forest,ROC,0.7559808612440191,0.905511811023622,0.2654917068372479
Random Forest,ROC,0.7559808612440191,0.9133858267716536,0.2654307925202361
Random Forest,ROC,0.7607655502392344,0.9133858267716536,0.26487087747616483
Random Forest,ROC,0.7607655502392344,0.9212598425196851,0.26480706892087374
Random Forest,ROC,0.7655502392344498,0.9212598425196851,0.2618469814698013
Random Forest,ROC,0.7655502392344498,0.9291338582677166,0.2600720815635778
Random Forest,ROC,0.7751196172248804,0.9291338582677166,0.256414609803101
Random Forest,ROC,0.7751196172248804,0.937007874015748,0.25460309650769886
Random Forest,ROC,0.784688995215311,0.937007874015748,0.2501756138610171
Random Forest,ROC,0.784688995215311,0.9448818897637795,0.24776600519520575
Random Forest,ROC,0.7990430622009569,0.9448818897637795,0.2411553739406258
Random Forest,ROC,0.7990430622009569,0.952755905511811,0.24055045159460334
Random Forest,ROC,0.8181818181818182,0.952755905511811,0.22878209990692114
Random Forest,ROC,0.8181818181818182,0.9606299212598425,0.22770973761264998
Random Forest,ROC,0.8229665071770335,0.9606299212598425,0.2255440083659257
Random Forest,ROC,0.8229665071770335,0.968503937007874,0.22551211962261009
Random Forest,ROC,0.861244019138756,0.968503937007874,0.2139555223130718
Random Forest,ROC,0.861244019138756,0.9763779527559056,0.21225069323554563
Random Forest,ROC,0.8660287081339713,0.9763779527559056,0.21069684485421547
Random Forest,ROC,0.8660287081339713,0.984251968503937,0.20878844810793531
Random Forest,ROC,0.9090909090909091,0.984251968503937,0.19442534787362187
Random Forest,ROC,0.9090909090909091,0.9921259842519685,0.19293582694647649
Random Forest,ROC,0.9138755980861244,0.9921259842519685,0.18959142744206026
Random Forest,ROC,0.9234449760765551,0.9921259842519685,0.18665467480938172
Random Forest,ROC,0.9712918660287081,0.9921259842519685,0.16627013321546502
Random Forest,ROC,0.9712918660287081,1.0,0.16085324091255715
Random Forest,ROC,1.0,1.0,0.08189551735473294
Random Forest,PR,1.0,0.37797619047619047,0.08189551735473294
Random Forest,PR,1.0,0.37910447761194027,0.10051867300108891
Random Forest,PR,1.0,0.38023952095808383,0.10415796743684926
Random Forest,PR,1.0,0.3813813813813814,0.13598639028129925
Random Forest,PR,1.0,0.3825301204819277,0.15511370347684025
Random Forest,PR,1.0,0.38368580060422963,0.15660057895692298
Random Forest,PR,1.0,0.38484848484848483,0.16085324091255715
Random Forest,PR,0.9921259842519685,0.3829787234042553,0.16627013321546502
Random Forest,PR,0.9921259842519685,0.38414634146341464,0.16737554981359312
Random Forest,PR,0.9921259842519685,0.3853211009174312,0.16855216743596005
Random Forest,PR,0.9921259842519685,0.38650306748466257,0.17086796428132214
Random Forest,PR,0.9921259842519685,0.38769230769230767,0.17214956580717058
Random Forest,PR,0.9921259842519685,0.3888888888888889,0.17313968418620307
Random Forest,PR,0.9921259842519685,0.39009287925696595,0.1763190365040839
Random Forest,PR,0.9921259842519685,0.391304347826087,0.1769269369484696
Random Forest,PR,0.9921259842519685,0.3925233644859813,0.18515254868675213
Random Forest,PR,0.9921259842519685,0.39375,0.18521698743334553
Random Forest,PR,0.9921259842519685,0.3949843260188088,0.18665467480938172
Random Forest,PR,0.9921259842519685,0.39747634069400634,0.18959142744206026
Random Forest,PR,0.9921259842519685,0.3987341772151899,0.19293582694647649
Random Forest,PR,0.984251968503937,0.3968253968253968,0.19442534787362187
Random Forest,PR,0.984251968503937,0.3980891719745223,0.19488143604515196
Random Forest,PR,0.984251968503937,0.3993610223642173,0.19642008060361474
Random Forest,PR,0.984251968503937,0.40064102564102566,0.19755646873665372
Random Forest,PR,0.984251968503937,0.40192926045016075,0.2003101127060337
Random Forest,PR,0.984251968503937,0.4032258064516129,0.20031150563277925
Random Forest,PR,0.984251968503937,0.4045307443365696,0.20385832537508813
Random Forest,PR,0.984251968503937,0.40584415584415584,0.2042105218575787
Random Forest,PR,0.984251968503937,0.40716612377850164,0.2048955898328554
Random Forest,PR,0.984251968503937,0.4084967320261438,0.20878844810793531
Random Forest,PR,0.9763779527559056,0.4065573770491803,0.21069684485421547
Random Forest,PR,0.9763779527559056,0.40789473684210525,0.21225069323554563
Random Forest,PR,0.968503937007874,0.40594059405940597,0.2139555223130718
Random Forest,PR,0.968503937007874,0.40728476821192056,0.21505759029265462
Random Forest,PR,0.968503937007874,0.40863787375415284,0.21728586061823713
Random Forest,PR,0.968503937007874,0.41,0.21885953304982322
Random Forest,PR,0.968503937007874,0.411371237458194,0.21967861344234133
Random Forest,PR,0.968503937007874,0.412751677852349,0.22092688277186548
Random Forest,PR,0.968503937007874,0.41414141414141414,0.22437390153106374
Random Forest,PR,0.968503937007874,0.4155405405405405,0.22520832091374507
Random Forest,PR,0.968503937007874,0.41694915254237286,0.22551211962261009
Random Forest,PR,0.9606299212598425,0.41496598639455784,0.2255440083659257
Random Forest,PR,0.9606299212598425,0.41638225255972694,0.22770973761264998
Random Forest,PR,0.952755905511811,0.4143835616438356,0.22878209990692114
Random Forest,PR,0.952755905511811,0.41580756013745707,0.23269360251028914
Random Forest,PR,0.952755905511811,0.41724137931034483,0.23430180850438898
Random Forest,PR,0.952755905511811,0.4186851211072664,0.23724561976451833
Random Forest,PR,0.952755905511811,0.4201388888888889,0.24055045159460334
Random Forest,PR,0.9448818897637795,0.4181184668989547,0.2411553739406258
Random Forest,PR,0.9448818897637795,0.4195804195804196,0.24260129145927498
Random Forest,PR,0.9448818897637795,0.42105263157894735,0.2432997544076196
Random Forest,PR,0.9448818897637795,0.4225352112676056,0.24776600519520575
Random Forest,PR,0.937007874015748,0.4204946996466431,0.2501756138610171
Random Forest,PR,0.937007874015748,0.4219858156028369,0.2542220010916134
Random Forest,PR,0.937007874015748,0.4234875444839858,0.25460309650769886
Random Forest,PR,0.9291338582677166,0.42142857142857143,0.256414609803101
Random Forest,PR,0.9291338582677166,0.4229390681003584,0.2581618370879346
Random Forest,PR,0.9291338582677166,0.4244604316546763,0.2600720815635778
Random Forest,PR,0.9212598425196851,0.4223826714801444,0.2618469814698013
Random Forest,PR,0.9212598425196851,0.42391304347826086,0.26480706892087374
Random Forest,PR,0.9133858267716536,0.4218181818181818,0.26487087747616483
Random Forest,PR,0.9133858267716536,0.4233576642335766,0.2654307925202361
Random Forest,PR,0.905511811023622,0.42124542124542125,0.2654917068372479
Random Forest,PR,0.905511811023622,0.4227941176470588,0.2677152146373277
Random Forest,PR,0.905511811023622,0.42435424354243545,0.26960014922810766
Random Forest,PR,0.905511811023622,0.42592592592592593,0.27575012736054877
Random Forest,PR,0.905511811023622,0.4275092936802974,0.27703337872442807
Random Forest,PR,0.905511811023622,0.4291044776119403,0.2775657194176422
Random Forest,PR,0.905511811023622,0.4307116104868914,0.2790598711481984
Random Forest,PR,0.8976377952755905,0.42857142857142855,0.27927725614457083
Random Forest,PR,0.8976377952755905,0.43018867924528303,0.27941726353890345
Random Forest,PR,0.889763779527559,0.42803030303030304,0.28202370286636746
Random Forest,PR,0.8818897637795275,0.42585551330798477,0.28254491973660745
Random Forest,PR,0.8818897637795275,0.42748091603053434,0.2842587237025216
Random Forest,PR,0.8818897637795275,0.42911877394636017,0.28552499986429636
Random Forest,PR,0.8818897637795275,0.4307692307692308,0.2896845168798165
Random Forest,PR,0.8818897637795275,0.43243243243243246,0.29070183621767115
Random Forest,PR,0.8818897637795275,0.43410852713178294,0.29106393410657505
Random Forest,PR,0.8818897637795275,0.4357976653696498,0.29910816955581065
Random Forest,PR,0.8818897637795275,0.4375,0.29928462532670136
Random Forest,PR,0.8818897637795275,0.4392156862745098,0.29951406469428665
Random Forest,PR,0.8818897637795275,0.4409448818897638,0.3020109855349948
Random Forest,PR,0.8818897637795275,0.4426877470355731,0.3040951921777618
Random Forest,PR,0.8818897637795275,0.4444444444444444,0.3044033229724994
Random Forest,PR,0.8818897637795275,0.44621513944223107,0.30510642786168896
Random Forest,PR,0.8818897637795275,0.448,0.30627817017745507
Random Forest,PR,0.8818897637795275,0.4497991967871486,0.3080042491328494
Random Forest,PR,0.8818897637795275,0.45161290322580644,0.30927057994578816
Random Forest,PR,0.8740157480314961,0.4493927125506073,0.31101942634172575
Random Forest,PR,0.8661417322834646,0.44715447154471544,0.3110893561514467
Random Forest,PR,0.8661417322834646,0.4489795918367347,0.31345533969955897
Random Forest,PR,0.8582677165354331,0.44672131147540983,0.3159008379008059
Random Forest,PR,0.8582677165354331,0.448559670781893,0.31836493130009835
Random Forest,PR,0.8582677165354331,0.45041322314049587,0.31851936052948704
Random Forest,PR,0.8582677165354331,0.45228215767634855,0.31870892409378715
Random Forest,PR,0.8582677165354331,0.45416666666666666,0.3195417631664378
Random Forest,PR,0.8582677165354331,0.4560669456066946,0.32181709102496786
Random Forest,PR,0.8582677165354331,0.4579831932773109,0.3224201518717028
Random Forest,PR,0.8582677165354331,0.459915611814346,0.32869381469840575
Random Forest,PR,0.8582677165354331,0.461864406779661,0.33035499410671104
Random Forest,PR,0.8582677165354331,0.46382978723404256,0.3307098858365988
Random Forest,PR,0.8582677165354331,0.4658119658119658,0.33227731552894035
Random Forest,PR,0.8582677165354331,0.4678111587982833,0.3328424408141893
Random Forest,PR,0.8582677165354331,0.4698275862068966,0.33409681896126703
Random Forest,PR,0.8503937007874016,0.4675324675324675,0.3342452174514353
Random Forest,PR,0.8503937007874016,0.46956521739130436,0.3398741044457992
Random Forest,PR,0.8503937007874016,0.47161572052401746,0.34007461619806983
Random Forest,PR,0.8503937007874016,0.47368421052631576,0.3414881856500964
Random Forest,PR,0.8503937007874016,0.47577092511013214,0.34423336189766124
Random Forest,PR,0.8503937007874016,0.4778761061946903,0.3459680397145043
Random Forest,PR,0.8503937007874016,0.48,0.348548854290084
Random Forest,PR,0.84251968503937,0.47767857142857145,0.3518930006192005
Random Forest,PR,0.84251968503937,0.4798206278026906,0.35362042750438244
Random Forest,PR,0.84251968503937,0.481981981981982,0.3539631027696113
Random Forest,PR,0.84251968503937,0.4841628959276018,0.3541124826273226
