outcome,role,model,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,train_positive,holdout_positive,scope_note
serious_consideration_only,secondary_construct_sensitivity,Standard TabPFN v2,85,10,75,71,4,8,2,0.5,0.8588235294,0.3333333333,0.2,0.9466666667,0.5733333333,0.8987341772,6,0.0705882353,3.0,0.25,0.2173913043,0.7813333333,0.301166173,0.1058155796,0.0901845251,46,10,secondary target sensitivity; not a replacement for the prespecified primary outcome
serious_consideration_only,secondary_construct_sensitivity,B-TabPFN K=1,85,10,75,45,30,3,7,0.5,0.6117647059,0.1891891892,0.7,0.6,0.65,0.9375,37,0.4352941176,5.2857142857,0.2978723404,0.4545454545,0.752,0.2459922998,0.2512910998,0.3540942208,46,10,secondary target sensitivity; not a replacement for the prespecified primary outcome
