partition,variant,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10
held_out_test,B-TabPFN isotonic at 0.50,85,32,53,40,13,11,21,0.5,0.7176470588235294,0.6176470588235294,0.65625,0.7547169811320755,0.7054834905660378,0.7843137254901961,34,0.4,1.619047619047619,0.6363636363636364,0.6481481481481481,0.7358490566037736,0.5894341877350712,0.1979301368512964,0.0898524906204913
held_out_test,B-TabPFN isotonic at fixed 0.50 (no calibrated-threshold tuning),85,32,53,40,13,11,21,0.5,0.7176470588235294,0.6176470588235294,0.65625,0.7547169811320755,0.7054834905660378,0.7843137254901961,34,0.4,1.619047619047619,0.6363636363636364,0.6481481481481481,0.7358490566037736,0.5894341877350712,0.1979301368512964,0.0898524906204913
