analysis,design,fold,seed,K,requested_minority_prevalence,realized_minority_prevalence,context_n,context_minority_n,context_majority_n,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,balance
context_size_balance_by_k,balanced_50,2,99,1,0.5,0.5,228,114,114,34,13,21,15,6,4,9,0.5,0.7058823529411765,0.6,0.6923076923076923,0.7142857142857143,0.7032967032967032,0.7894736842105263,15,0.4411764705882353,1.6666666666666667,0.6428571428571429,0.6716417910447762,0.695970695970696,0.6349021066338554,0.2165392490510556,0.11316685159416762,balanced_50
context_size_balance_by_k,balanced_50,2,99,20,0.5,0.5,228,114,114,34,13,21,15,6,4,9,0.5,0.7058823529411765,0.6,0.6923076923076923,0.7142857142857143,0.7032967032967032,0.7894736842105263,15,0.4411764705882353,1.6666666666666667,0.6428571428571429,0.6716417910447762,0.684981684981685,0.6471135793716438,0.21686981132112854,0.17727299209903266,balanced_50
context_size_balance_by_k,balanced_50,3,1,1,0.5,0.5,228,114,114,34,13,21,11,10,7,6,0.5,0.5,0.375,0.46153846153846156,0.5238095238095238,0.4926739926739927,0.6111111111111112,16,0.47058823529411764,2.6666666666666665,0.41379310344827586,0.4411764705882353,0.6007326007326008,0.4861452792222023,0.2569370304485927,0.19217035744120092,balanced_50
context_size_balance_by_k,balanced_50,3,1,20,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5970695970695971,0.4807666380312041,0.2630355489037429,0.2601407748811385,balanced_50
context_size_balance_by_k,balanced_50,3,7,1,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5970695970695972,0.47642884406042296,0.2634911219259861,0.30392545111039104,balanced_50
context_size_balance_by_k,balanced_50,3,7,20,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5787545787545787,0.4624561181417368,0.26628913465759396,0.25674231832518296,balanced_50
context_size_balance_by_k,balanced_50,3,21,1,0.5,0.5,228,114,114,34,13,21,12,9,6,7,0.5,0.5588235294117647,0.4375,0.5384615384615384,0.5714285714285714,0.554945054945055,0.6666666666666666,16,0.47058823529411764,2.2857142857142856,0.4827586206896552,0.5147058823529411,0.6080586080586081,0.5263445801071219,0.25087455691352584,0.138972228502526,balanced_50
context_size_balance_by_k,balanced_50,3,21,20,0.5,0.5,228,114,114,34,13,21,11,10,7,6,0.5,0.5,0.375,0.46153846153846156,0.5238095238095238,0.4926739926739927,0.6111111111111112,16,0.47058823529411764,2.6666666666666665,0.41379310344827586,0.4411764705882353,0.575091575091575,0.4609926540695771,0.25700755200554476,0.21839195796672037,balanced_50
context_size_balance_by_k,balanced_50,3,42,1,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5714285714285715,0.4564155060713765,0.26436505773080926,0.2643196981619386,balanced_50
context_size_balance_by_k,balanced_50,3,42,20,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5787545787545788,0.46883758691451005,0.25707575919265735,0.2461985546876402,balanced_50
