analysis,design,fold,seed,K,requested_minority_prevalence,realized_minority_prevalence,context_n,context_minority_n,context_majority_n,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,balance
context_size_balance_by_k,balanced_50,8,1,20,0.5,0.5,230,115,115,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8095238095238094,0.717592388548271,0.1824020313201034,0.1810413111339916,balanced_50
context_size_balance_by_k,balanced_50,8,7,1,0.5,0.5,230,115,115,33,12,21,15,6,1,11,0.5,0.7878787878787878,0.6470588235294118,0.9166666666666666,0.7142857142857143,0.8154761904761905,0.9375,17,0.5151515151515151,1.5454545454545454,0.7586206896551724,0.8461538461538461,0.8293650793650793,0.7663714989653124,0.17288152271417992,0.19491898471658878,balanced_50
context_size_balance_by_k,balanced_50,8,7,20,0.5,0.5,230,115,115,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8095238095238094,0.717592388548271,0.1826260779015819,0.18249106136235327,balanced_50
context_size_balance_by_k,balanced_50,8,21,1,0.5,0.5,230,115,115,33,12,21,16,5,2,10,0.5,0.7878787878787878,0.6666666666666666,0.8333333333333334,0.7619047619047619,0.7976190476190477,0.8888888888888888,15,0.45454545454545453,1.5,0.7407407407407407,0.7936507936507936,0.8015873015873016,0.6883953084891219,0.1858479137110481,0.1965486186020302,balanced_50
context_size_balance_by_k,balanced_50,8,21,20,0.5,0.5,230,115,115,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8214285714285714,0.7322194281753106,0.18014686914574707,0.18117646466601975,balanced_50
context_size_balance_by_k,balanced_50,8,42,1,0.5,0.5,230,115,115,33,12,21,15,6,1,11,0.5,0.7878787878787878,0.6470588235294118,0.9166666666666666,0.7142857142857143,0.8154761904761905,0.9375,17,0.5151515151515151,1.5454545454545454,0.7586206896551724,0.8461538461538461,0.7976190476190476,0.708396260602143,0.18528213999153362,0.2117317467927933,balanced_50
context_size_balance_by_k,balanced_50,8,42,20,0.5,0.5,230,115,115,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8214285714285714,0.7382800342359166,0.17984113757089715,0.18141491169279275,balanced_50
context_size_balance_by_k,balanced_50,8,99,1,0.5,0.5,230,115,115,33,12,21,15,6,1,11,0.5,0.7878787878787878,0.6470588235294118,0.9166666666666666,0.7142857142857143,0.8154761904761905,0.9375,17,0.5151515151515151,1.5454545454545454,0.7586206896551724,0.8461538461538461,0.7896825396825397,0.6868824025963495,0.18615891437315515,0.2394206912228555,balanced_50
context_size_balance_by_k,balanced_50,8,99,20,0.5,0.5,230,115,115,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8174603174603174,0.7361439758498582,0.18474027847497604,0.1847953250010808,balanced_50
context_size_balance_by_k,balanced_50,9,1,1,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.9047619047619048,0.8248466810966811,0.1503006096907077,0.23367657535003897,balanced_50
context_size_balance_by_k,balanced_50,9,1,20,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.8968253968253969,0.8147685446598489,0.14368963358148898,0.22710878198797055,balanced_50
context_size_balance_by_k,balanced_50,9,7,1,0.5,0.5,230,115,115,33,12,21,19,2,1,11,0.5,0.9090909090909091,0.8461538461538461,0.9166666666666666,0.9047619047619048,0.9107142857142857,0.95,13,0.3939393939393939,1.1818181818181819,0.88,0.9016393442622951,0.9246031746031746,0.8538012368894723,0.14076251221234176,0.28254798596555536,balanced_50
context_size_balance_by_k,balanced_50,9,7,20,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.8928571428571429,0.7978956228956229,0.14141144169461828,0.21571699913704034,balanced_50
context_size_balance_by_k,balanced_50,9,21,1,0.5,0.5,230,115,115,33,12,21,18,3,2,10,0.5,0.8484848484848485,0.7692307692307693,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.9,13,0.3939393939393939,1.3,0.8,0.819672131147541,0.8849206349206349,0.8125117937617937,0.14110903114385343,0.19232477428335132,balanced_50
context_size_balance_by_k,balanced_50,9,21,20,0.5,0.5,230,115,115,33,12,21,18,3,2,10,0.5,0.8484848484848485,0.7692307692307693,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.9,13,0.3939393939393939,1.3,0.8,0.819672131147541,0.888888888888889,0.8004980928893972,0.14310269337562534,0.192843546018456,balanced_50
context_size_balance_by_k,balanced_50,9,42,1,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.8928571428571428,0.8009559683472728,0.1377521343832835,0.19876849922266873,balanced_50
context_size_balance_by_k,balanced_50,9,42,20,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.8928571428571429,0.7978956228956229,0.14197170363208456,0.21786739654613263,balanced_50
context_size_balance_by_k,balanced_50,9,99,1,0.5,0.5,230,115,115,33,12,21,19,2,2,10,0.5,0.8787878787878788,0.8333333333333334,0.8333333333333334,0.9047619047619048,0.8690476190476191,0.9047619047619048,12,0.36363636363636365,1.2,0.8333333333333334,0.8333333333333334,0.9087301587301587,0.8212902837902838,0.1370683622100716,0.2193617229208802,balanced_50
context_size_balance_by_k,balanced_50,9,99,20,0.5,0.5,230,115,115,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.9007936507936508,0.8135674510674511,0.14212625013910263,0.21832658079537481,balanced_50
context_size_balance_by_k,balanced_50,10,1,1,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8326923076923076,0.7382842027908918,0.1825136517899563,0.16913195451100668,balanced_50
context_size_balance_by_k,balanced_50,10,1,20,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8576923076923078,0.8154633378317588,0.16748532726025908,0.23493022584553921,balanced_50
context_size_balance_by_k,balanced_50,10,7,1,0.5,0.5,228,114,114,33,13,20,14,6,2,11,0.5,0.7575757575757576,0.6470588235294118,0.8461538461538461,0.7,0.773076923076923,0.875,17,0.5151515151515151,1.5454545454545454,0.7333333333333333,0.7971014492753623,0.8423076923076923,0.7312211910896123,0.18031256446587005,0.1916844253287171,balanced_50
context_size_balance_by_k,balanced_50,10,7,20,0.5,0.5,228,114,114,33,13,20,13,7,1,12,0.5,0.7575757575757576,0.631578947368421,0.9230769230769231,0.65,0.7865384615384616,0.9285714285714286,19,0.5757575757575758,1.5833333333333333,0.75,0.8450704225352113,0.8576923076923076,0.8150234182741922,0.16430366661101656,0.24642637417171942,balanced_50
context_size_balance_by_k,balanced_50,10,21,1,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8538461538461539,0.8115185646562164,0.16792008604221176,0.24271289101152707,balanced_50
context_size_balance_by_k,balanced_50,10,21,20,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8615384615384616,0.8182285464793204,0.1669687773726306,0.2500441593654228,balanced_50
context_size_balance_by_k,balanced_50,10,42,1,0.5,0.5,228,114,114,33,13,20,14,6,3,10,0.5,0.7272727272727273,0.625,0.7692307692307693,0.7,0.7346153846153847,0.8235294117647058,16,0.48484848484848486,1.6,0.6896551724137931,0.7352941176470589,0.8692307692307693,0.83670875907718,0.1708872841768423,0.17416128200111966,balanced_50
context_size_balance_by_k,balanced_50,10,42,20,0.5,0.5,228,114,114,33,13,20,13,7,1,12,0.5,0.7575757575757576,0.631578947368421,0.9230769230769231,0.65,0.7865384615384616,0.9285714285714286,19,0.5757575757575758,1.5833333333333333,0.75,0.8450704225352113,0.8615384615384616,0.8182285464793204,0.1651832100335121,0.233415681755904,balanced_50
context_size_balance_by_k,balanced_50,10,99,1,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8576923076923078,0.8154633378317588,0.17611980748850378,0.14165159653533588,balanced_50
context_size_balance_by_k,balanced_50,10,99,20,0.5,0.5,228,114,114,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8576923076923078,0.8154633378317588,0.16646114761066344,0.2502631319291664,balanced_50
context_size_balance_by_k,full_natural,1,1,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8315018315018315,0.7831113331113331,0.16212066938416136,0.10872831261333298,full_natural
context_size_balance_by_k,full_natural,1,1,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8351648351648352,0.7867743367743367,0.16078881796225888,0.10828140027382795,full_natural
context_size_balance_by_k,full_natural,1,7,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8388278388278388,0.7910008794624179,0.16082739177960467,0.10726721453316072,full_natural
context_size_balance_by_k,full_natural,1,7,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8315018315018315,0.7831113331113331,0.16100769000492984,0.10882685421144261,full_natural
context_size_balance_by_k,full_natural,1,21,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8388278388278388,0.7883056915564655,0.16269695874144255,0.1357528381049633,full_natural
context_size_balance_by_k,full_natural,1,21,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8351648351648352,0.7867743367743367,0.16068629228711637,0.1084998863584855,full_natural
context_size_balance_by_k,full_natural,1,42,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8351648351648352,0.7756162640778024,0.16088915277141252,0.0920860600822112,full_natural
context_size_balance_by_k,full_natural,1,42,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8351648351648352,0.7867743367743367,0.16082088703424963,0.10840508582837441,full_natural
context_size_balance_by_k,full_natural,1,99,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8351648351648352,0.7803820362643892,0.16062626705360766,0.09088830343064142,full_natural
context_size_balance_by_k,full_natural,1,99,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,5,8,0.5,0.7647058823529411,0.7272727272727273,0.6153846153846154,0.8571428571428571,0.7362637362637363,0.782608695652174,11,0.3235294117647059,1.375,0.6666666666666666,0.6349206349206349,0.8315018315018315,0.7831113331113331,0.1608667945596258,0.10836500543005326,full_natural
context_size_balance_by_k,full_natural,2,1,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.6200451686999942,0.2085323794119535,0.1287215917425997,full_natural
context_size_balance_by_k,full_natural,2,1,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6849816849816851,0.6144457823313771,0.20860164532074948,0.1286792549140313,full_natural
context_size_balance_by_k,full_natural,2,7,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.61580976922168,0.20787102459997608,0.12852126009324016,full_natural
context_size_balance_by_k,full_natural,2,7,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.6124214908334014,0.2085218413058554,0.12811831078108618,full_natural
context_size_balance_by_k,full_natural,2,21,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.6124214908334014,0.2092612254235725,0.12851070174399543,full_natural
context_size_balance_by_k,full_natural,2,21,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.684981684981685,0.6226779010898118,0.20854723386412968,0.1277876632178531,full_natural
context_size_balance_by_k,full_natural,2,42,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6886446886446886,0.6422626947636743,0.20867438686838793,0.12586722698281794,full_natural
context_size_balance_by_k,full_natural,2,42,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.6132404349721836,0.20786881918748407,0.12783227685619802,full_natural
context_size_balance_by_k,full_natural,2,99,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6923076923076923,0.6271201431978364,0.2077623965845526,0.12710121843744726,full_natural
context_size_balance_by_k,full_natural,2,99,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.6813186813186813,0.6214725537306183,0.20871128835677724,0.12811499242396918,full_natural
context_size_balance_by_k,full_natural,3,1,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5677655677655677,0.4533308714077945,0.2560307893418243,0.2213706911048468,full_natural
context_size_balance_by_k,full_natural,3,1,20,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5641025641025641,0.4511330692099923,0.25478869377654145,0.22270273789763448,full_natural
context_size_balance_by_k,full_natural,3,7,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5750915750915752,0.4573319984858446,0.25509338328704745,0.2225570777321563,full_natural
context_size_balance_by_k,full_natural,3,7,20,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5641025641025641,0.4511330692099923,0.2542643787188358,0.22259537963306206,full_natural
context_size_balance_by_k,full_natural,3,21,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5714285714285714,0.45586679702064314,0.2538565402719127,0.22272030833889456,full_natural
context_size_balance_by_k,full_natural,3,21,20,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5641025641025641,0.4511330692099923,0.25487238813316965,0.2226921883137787,full_natural
context_size_balance_by_k,full_natural,3,42,1,natural,0.37748344370860926,302,114,188,34,13,21,15,6,8,5,0.5,0.5882352941176471,0.45454545454545453,0.38461538461538464,0.7142857142857143,0.5494505494505495,0.6521739130434783,11,0.3235294117647059,2.2,0.4166666666666667,0.3968253968253968,0.5604395604395604,0.44763656571348875,0.2565895402396651,0.22135538498268403,full_natural
context_size_balance_by_k,full_natural,3,42,20,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5641025641025641,0.4511330692099923,0.25455714139746416,0.22209590936408324,full_natural
context_size_balance_by_k,full_natural,3,99,1,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5677655677655677,0.4552539483308714,0.2526136377692864,0.2217871253104771,full_natural
context_size_balance_by_k,full_natural,3,99,20,natural,0.37748344370860926,302,114,188,34,13,21,16,5,8,5,0.5,0.6176470588235294,0.5,0.38461538461538464,0.7619047619047619,0.5732600732600732,0.6666666666666666,10,0.29411764705882354,2.0,0.43478260869565216,0.4032258064516129,0.5641025641025641,0.4511330692099923,0.2549135266392406,0.22188226703335256,full_natural
context_size_balance_by_k,full_natural,4,1,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6630036630036631,0.5111828196630996,0.24280564831038276,0.19894636816838207,full_natural
context_size_balance_by_k,full_natural,4,1,20,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6593406593406593,0.508077594372276,0.24189075735476398,0.25751084308413896,full_natural
context_size_balance_by_k,full_natural,4,7,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.652014652014652,0.5044257155605506,0.24380395755540238,0.23110362449113062,full_natural
context_size_balance_by_k,full_natural,4,7,20,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6593406593406593,0.508077594372276,0.24237103760011353,0.2579998264417929,full_natural
context_size_balance_by_k,full_natural,4,21,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,9,4,0.5,0.6176470588235294,0.5,0.3076923076923077,0.8095238095238095,0.5586080586080586,0.6538461538461539,8,0.23529411764705882,2.0,0.38095238095238093,0.3333333333333333,0.6593406593406594,0.5086489433131901,0.24230490339710647,0.19060692958095496,full_natural
context_size_balance_by_k,full_natural,4,21,20,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6593406593406593,0.508077594372276,0.24231027249618867,0.25767693252247925,full_natural
context_size_balance_by_k,full_natural,4,42,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6630036630036631,0.50972120937796,0.2430391412824721,0.24052479096195278,full_natural
context_size_balance_by_k,full_natural,4,42,20,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6593406593406593,0.508077594372276,0.24192565223662796,0.21659042642397036,full_natural
context_size_balance_by_k,full_natural,4,99,1,natural,0.37748344370860926,302,114,188,34,13,21,17,4,10,3,0.5,0.5882352941176471,0.42857142857142855,0.23076923076923078,0.8095238095238095,0.5201465201465202,0.6296296296296297,7,0.20588235294117646,2.3333333333333335,0.3,0.2542372881355932,0.6593406593406593,0.5082571533753644,0.2420831543346067,0.25899728453334636,full_natural
context_size_balance_by_k,full_natural,4,99,20,natural,0.37748344370860926,302,114,188,34,13,21,17,4,9,4,0.5,0.6176470588235294,0.5,0.3076923076923077,0.8095238095238095,0.5586080586080586,0.6538461538461539,8,0.23529411764705882,2.0,0.38095238095238093,0.3333333333333333,0.6593406593406593,0.508077594372276,0.24163115655403597,0.25759293445769477,full_natural
context_size_balance_by_k,full_natural,5,1,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.7472527472527473,0.6626491563991563,0.19664583571336947,0.18509948516593258,full_natural
context_size_balance_by_k,full_natural,5,1,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.7545787545787546,0.6756105539759385,0.19518379589553328,0.15579019881346645,full_natural
context_size_balance_by_k,full_natural,5,7,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.7472527472527473,0.6626491563991563,0.19725087626545784,0.14303917832234325,full_natural
context_size_balance_by_k,full_natural,5,7,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.7545787545787546,0.6756105539759385,0.1952596802836209,0.18514342167798212,full_natural
context_size_balance_by_k,full_natural,5,21,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.750915750915751,0.6664530448184294,0.19538317450214213,0.18012861754087842,full_natural
context_size_balance_by_k,full_natural,5,21,20,natural,0.37748344370860926,302,114,188,34,13,21,18,3,8,5,0.5,0.6764705882352942,0.625,0.38461538461538464,0.8571428571428571,0.6208791208791209,0.6923076923076923,8,0.23529411764705882,1.6,0.47619047619047616,0.4166666666666667,0.750915750915751,0.6664530448184294,0.19578237448309205,0.1851437683491146,full_natural
context_size_balance_by_k,full_natural,5,42,1,natural,0.37748344370860926,302,114,188,34,13,21,18,3,7,6,0.5,0.7058823529411765,0.6666666666666666,0.46153846153846156,0.8571428571428571,0.6593406593406593,0.72,9,0.2647058823529412,1.5,0.5454545454545454,0.4918032786885246,0.7472527472527473,0.6655060751214597,0.19583492689508242,0.10975487705539257,full_natural
