partition,variant,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,analysis_role
development_oof_reuse_diagnostic,B-TabPFN uncalibrated,336,127,209,145,64,40,87,0.5,0.6904761905,0.5761589404,0.6850393701,0.6937799043,0.6894096372,0.7837837838,151,0.4494047619,1.7356321839,0.6258992806,0.660091047,0.7513845458,0.6426317016,0.2012871094,0.0959813899,secondary diagnostic; not automatically adopted for deployment
development_oof_reuse_diagnostic,B-TabPFN isotonic diagnostic,336,127,209,172,37,60,67,0.5,0.7113095238,0.6442307692,0.5275590551,0.8229665072,0.6752627811,0.7413793103,104,0.3095238095,1.552238806,0.5800865801,0.5473856209,0.7196624345,0.5774921254,0.1996989207,0.078165281,secondary diagnostic; not automatically adopted for deployment
held_out_test,B-TabPFN uncalibrated,85,32,53,38,15,9,23,0.5,0.7176470588,0.6052631579,0.71875,0.7169811321,0.717865566,0.8085106383,38,0.4470588235,1.652173913,0.6571428571,0.6927710843,0.742629717,0.6179383669,0.2110860178,0.1266476798,secondary diagnostic; not automatically adopted for deployment
held_out_test,B-TabPFN isotonic from training OOF,85,32,53,40,13,11,21,0.5,0.7176470588,0.6176470588,0.65625,0.7547169811,0.7054834906,0.7843137255,34,0.4,1.619047619,0.6363636364,0.6481481481,0.7358490566,0.5894341877,0.1979301369,0.0898524906,secondary diagnostic; not automatically adopted for deployment
