partition,model,role,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10
held_out_test,B-TabPFN K=1 without PHQ-2/GAD-2,secondary attribution-shift sensitivity; not causal mediation,85,32,53,38,15,11,21,0.5,0.6941176470588235,0.5833333333333334,0.65625,0.7169811320754716,0.6866155660377358,0.7755102040816326,36,0.4235294117647059,1.7142857142857142,0.6176470588235294,0.6402439024390244,0.7152122641509434,0.6491939334373653,0.2160923894975126,0.12568642426939575
