analysis,design,fold,seed,K,requested_minority_prevalence,realized_minority_prevalence,context_n,context_minority_n,context_majority_n,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,prevalence_condition
fixed_size_prevalence_sweep,fixed_n_228_0.5,2,42,1,0.5,0.5,228,114,114,34,13,21,15,6,4,9,0.5,0.7058823529411765,0.6,0.6923076923076923,0.7142857142857143,0.7032967032967032,0.7894736842105263,15,0.4411764705882353,1.6666666666666667,0.6428571428571429,0.6716417910447762,0.7032967032967034,0.6667053466505408,0.2206963320827093,0.18287116946542967,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,2,99,1,0.5,0.5,228,114,114,34,13,21,15,6,4,9,0.5,0.7058823529411765,0.6,0.6923076923076923,0.7142857142857143,0.7032967032967032,0.7894736842105263,15,0.4411764705882353,1.6666666666666667,0.6428571428571429,0.6716417910447762,0.695970695970696,0.6349021066338554,0.2165392490510556,0.11316685159416762,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,3,1,1,0.5,0.5,228,114,114,34,13,21,11,10,7,6,0.5,0.5,0.375,0.46153846153846156,0.5238095238095238,0.4926739926739927,0.6111111111111112,16,0.47058823529411764,2.6666666666666665,0.41379310344827586,0.4411764705882353,0.6007326007326008,0.4861452792222023,0.2569370304485927,0.19217035744120092,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,3,7,1,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5970695970695972,0.47642884406042296,0.2634911219259861,0.30392545111039104,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,3,21,1,0.5,0.5,228,114,114,34,13,21,12,9,6,7,0.5,0.5588235294117647,0.4375,0.5384615384615384,0.5714285714285714,0.554945054945055,0.6666666666666666,16,0.47058823529411764,2.2857142857142856,0.4827586206896552,0.5147058823529411,0.6080586080586081,0.5263445801071219,0.25087455691352584,0.138972228502526,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,3,42,1,0.5,0.5,228,114,114,34,13,21,10,11,7,6,0.5,0.47058823529411764,0.35294117647058826,0.46153846153846156,0.47619047619047616,0.46886446886446886,0.5882352941176471,17,0.5,2.8333333333333335,0.4,0.43478260869565216,0.5714285714285715,0.4564155060713765,0.26436505773080926,0.2643196981619386,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,3,99,1,0.5,0.5,228,114,114,34,13,21,11,10,7,6,0.5,0.5,0.375,0.46153846153846156,0.5238095238095238,0.4926739926739927,0.6111111111111112,16,0.47058823529411764,2.6666666666666665,0.41379310344827586,0.4411764705882353,0.5897435897435898,0.4833118807366299,0.2605960075343308,0.23692075469914606,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,4,1,1,0.5,0.5,228,114,114,34,13,21,16,5,7,6,0.5,0.6470588235294118,0.5454545454545454,0.46153846153846156,0.7619047619047619,0.6117216117216118,0.6956521739130435,11,0.3235294117647059,1.8333333333333333,0.5,0.47619047619047616,0.6703296703296704,0.5043644350145898,0.24223078372149032,0.1491302646258298,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,4,7,1,0.5,0.5,228,114,114,34,13,21,14,7,7,6,0.5,0.5882352941176471,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.5641025641025641,0.6666666666666666,13,0.38235294117647056,2.1666666666666665,0.46153846153846156,0.46153846153846156,0.5677655677655677,0.473895388799235,0.2583778851514943,0.18148201966986935,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,4,21,1,0.5,0.5,228,114,114,34,13,21,17,4,7,6,0.5,0.6764705882352942,0.6,0.46153846153846156,0.8095238095238095,0.6355311355311355,0.7083333333333334,10,0.29411764705882354,1.6666666666666667,0.5217391304347826,0.4838709677419355,0.6593406593406593,0.5159208352706804,0.2368661192060138,0.16973366500700224,0.50
fixed_size_prevalence_sweep,fixed_n_228_0.5,4,42,1,0.5,0.5,228,114,114,34,13,21,17,4,7,6,0.5,0.6764705882352942,0.6,0.46153846153846156,0.8095238095238095,0.6355311355311355,0.7083333333333334,10,0.29411764705882354,1.6666666666666667,0.5217391304347826,0.4838709677419355,0.673992673992674,0.5193884298423941,0.23231126211016614,0.14792846800649867,0.50
