fold,model,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,selected_k
8,Standard TabPFN v2,33,12,21,16,5,4,8,0.5,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.7619047619047619,0.7142857142857142,0.8,13,0.3939393939393939,1.625,0.64,0.6557377049180327,0.8134920634920635,0.7287034996593821,0.1624114061708073,0.17286977849223395,
8,B-TabPFN nested K,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8373015873015873,0.7545103317162142,0.1725383401772575,0.16293467987667432,1.0
8,B-TabPFN K=1 sensitivity,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8373015873015873,0.7545103317162142,0.1725383401772575,0.16293467987667432,
8,B-TabPFN K=5 sensitivity,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8174603174603174,0.7233532943091767,0.17687590804978934,0.164049483609922,
8,B-TabPFN K=10 sensitivity,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8174603174603174,0.7233532943091767,0.18018810308109076,0.18542339178648862,
8,B-TabPFN K=15 sensitivity,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8134920634920635,0.7192324151882975,0.18077513416910945,0.16915093407486426,
8,B-TabPFN K=20 sensitivity,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8134920634920635,0.7192324151882975,0.1810704096981606,0.1709457364949313,
9,Logistic Regression,33,12,21,18,3,4,8,0.5,0.7878787878787878,0.7272727272727273,0.6666666666666666,0.8571428571428571,0.7619047619047619,0.8181818181818182,11,0.3333333333333333,1.375,0.6956521739130435,0.6779661016949152,0.8293650793650792,0.7480140677721323,0.16179687508765117,0.14977521300198043,
9,Random Forest,33,12,21,19,2,3,9,0.5,0.8484848484848485,0.8181818181818182,0.75,0.9047619047619048,0.8273809523809523,0.8636363636363636,11,0.3333333333333333,1.2222222222222223,0.782608695652174,0.7627118644067796,0.876984126984127,0.7776547526547526,0.1524406998908084,0.20178277516733734,
9,Gaussian Naive Bayes,33,12,21,0,21,1,11,0.5,0.3333333333333333,0.34375,0.9166666666666666,0.0,0.4583333333333333,0.0,32,0.9696969696969697,2.909090909090909,0.5,0.6875,0.8452380952380952,0.8106363543863544,0.6662681356934319,0.6664667414178939,
9,KNN,33,12,21,18,3,5,7,0.5,0.7575757575757576,0.7,0.5833333333333334,0.8571428571428571,0.7202380952380952,0.782608695652174,10,0.30303030303030304,1.4285714285714286,0.6363636363636364,0.603448275862069,0.7420634920634921,0.5950757575757576,0.20202020202020202,0.12121212121212122,
9,XGBoost,33,12,21,17,4,3,9,0.5,0.7878787878787878,0.6923076923076923,0.75,0.8095238095238095,0.7797619047619048,0.85,13,0.3939393939393939,1.4444444444444444,0.72,0.7377049180327869,0.8214285714285714,0.7577043327043327,0.1477479728786943,0.0969509612204451,
9,Standard TabPFN v2,33,12,21,19,2,4,8,0.5,0.8181818181818182,0.8,0.6666666666666666,0.9047619047619048,0.7857142857142857,0.8260869565217391,10,0.30303030303030304,1.25,0.7272727272727273,0.6896551724137931,0.888888888888889,0.8004980928893972,0.13836208354852741,0.20783658619179873,
9,B-TabPFN nested K,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.8888888888888888,0.8040283790283791,0.14623680497250027,0.22451154661901068,1.0
9,B-TabPFN K=1 sensitivity,33,12,21,18,3,1,11,0.5,0.8787878787878788,0.7857142857142857,0.9166666666666666,0.8571428571428571,0.8869047619047619,0.9473684210526315,14,0.42424242424242425,1.2727272727272727,0.8461538461538461,0.8870967741935484,0.8888888888888888,0.8040283790283791,0.14623680497250027,0.22451154661901068,
9,B-TabPFN K=5 sensitivity,33,12,21,18,3,2,10,0.5,0.8484848484848485,0.7692307692307693,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.9,13,0.3939393939393939,1.3,0.8,0.819672131147541,0.9007936507936508,0.80998075998076,0.14319093653546325,0.1613503739689336,
9,B-TabPFN K=10 sensitivity,33,12,21,18,3,2,10,0.5,0.8484848484848485,0.7692307692307693,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.9,13,0.3939393939393939,1.3,0.8,0.819672131147541,0.884920634920635,0.7905774579687623,0.14464329652501462,0.19761250190662616,
9,B-TabPFN K=15 sensitivity,33,12,21,18,3,2,10,0.5,0.8484848484848485,0.7692307692307693,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.9,13,0.3939393939393939,1.3,0.8,0.819672131147541,0.884920634920635,0.7905774579687623,0.14451468461061642,0.20676381569920163,
9,B-TabPFN K=20 sensitivity,33,12,21,18,3,2,10,0.5,0.8484848484848485,0.7692307692307693,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.9,13,0.3939393939393939,1.3,0.8,0.819672131147541,0.888888888888889,0.7925537425537426,0.144976855243262,0.20748662090662756,
10,Logistic Regression,33,13,20,15,5,2,11,0.5,0.7878787878787878,0.6875,0.8461538461538461,0.75,0.7980769230769231,0.8823529411764706,16,0.48484848484848486,1.4545454545454546,0.7586206896551724,0.8088235294117647,0.8769230769230769,0.8308589412096199,0.1563244093343931,0.18255035698894942,
10,Random Forest,33,13,20,15,5,4,9,0.5,0.7272727272727273,0.6428571428571429,0.6923076923076923,0.75,0.7211538461538461,0.7894736842105263,14,0.42424242424242425,1.5555555555555556,0.6666666666666666,0.6818181818181818,0.8153846153846154,0.7502691752691752,0.17720544394728266,0.09669180913890398,
10,Gaussian Naive Bayes,33,13,20,3,17,0,13,0.5,0.48484848484848486,0.43333333333333335,1.0,0.15,0.575,1.0,30,0.9090909090909091,2.3076923076923075,0.6046511627906976,0.7926829268292683,0.8730769230769231,0.8642881241565452,0.470514443472521,0.4895315236131417,
10,KNN,33,13,20,13,7,5,8,0.5,0.6363636363636364,0.5333333333333333,0.6153846153846154,0.65,0.6326923076923077,0.7222222222222222,15,0.45454545454545453,1.875,0.5714285714285714,0.5970149253731343,0.7423076923076923,0.6083916083916083,0.21885521885521886,0.19191919191919193,
10,XGBoost,33,13,20,15,5,3,10,0.5,0.7575757575757576,0.6666666666666666,0.7692307692307693,0.75,0.7596153846153846,0.8333333333333334,15,0.45454545454545453,1.5,0.7142857142857143,0.746268656716418,0.7961538461538462,0.7042720341716997,0.18670315949635127,0.2164463201029734,
10,Standard TabPFN v2,33,13,20,15,5,5,8,0.5,0.696969696969697,0.6153846153846154,0.6153846153846154,0.75,0.6826923076923077,0.75,13,0.3939393939393939,1.625,0.6153846153846154,0.6153846153846154,0.8692307692307693,0.8240384615384615,0.15197821327081584,0.17747830938209191,
10,B-TabPFN nested K,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8538461538461539,0.814539261907683,0.17039286700606615,0.18471503799611871,1.0
10,B-TabPFN K=1 sensitivity,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8538461538461539,0.814539261907683,0.17039286700606615,0.18471503799611871,
10,B-TabPFN K=5 sensitivity,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8576923076923078,0.814283773303778,0.16894710998060897,0.19986432113430713,
10,B-TabPFN K=10 sensitivity,33,13,20,13,7,1,12,0.5,0.7575757575757576,0.631578947368421,0.9230769230769231,0.65,0.7865384615384616,0.9285714285714286,19,0.5757575757575758,1.5833333333333333,0.75,0.8450704225352113,0.8692307692307693,0.8240384615384615,0.16598138002966983,0.21179877537669564,
10,B-TabPFN K=15 sensitivity,33,13,20,13,7,1,12,0.5,0.7575757575757576,0.631578947368421,0.9230769230769231,0.65,0.7865384615384616,0.9285714285714286,19,0.5757575757575758,1.5833333333333333,0.75,0.8450704225352113,0.8692307692307693,0.8240384615384615,0.1666855352311703,0.2136782597411763,
10,B-TabPFN K=20 sensitivity,33,13,20,13,7,2,11,0.5,0.7272727272727273,0.6111111111111112,0.8461538461538461,0.65,0.7480769230769231,0.8666666666666667,18,0.5454545454545454,1.6363636363636365,0.7096774193548387,0.7857142857142857,0.8615384615384616,0.8182285464793204,0.1680130735294671,0.24993005756175882,
