outer_fold,inner_fold,feature,importance,positive_importance_share,selected_feature_set_json,fallback_top_feature_used
1,5,Q7_PHQ2_Depressed,0.05868343985395932,0.3878790365107608,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q8_GAD2_Nervous,-0.03804546089052484,0.0,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q9_GAD2_Worry,0.05086697557695576,0.33621467190926474,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q10_Financial_Difficulty,0.020467285375643383,0.13528230368315253,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q11_Internet_Access,-0.026851962841464676,0.0,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q12_Outside_Responsibilities,-0.03858425243085488,0.0,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q14_Year,-0.029939391778112508,0.0,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q16_Belonging,-0.06000104566618325,0.0,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
1,5,Q13_Faculty,-0.028803709805060213,0.0,"[""Q10_Financial_Difficulty"", ""Q11_Internet_Access"", ""Q12_Outside_Responsibilities"", ""Q13_Faculty"", ""Q3_Assignments"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q1_Academic_Performance,0.04742698978744592,0.08980787929250082,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q2_Attendance,0.014980075989250299,0.028366313406447602,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q3_Assignments,-0.027340956469396844,0.0,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q4_Repeating,-0.002923148335992362,0.0,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q6_PHQ2_Interest,0.06917555318242703,0.13099101920746084,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q7_PHQ2_Depressed,0.13881070260256345,0.26285233112429407,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q8_GAD2_Nervous,0.03902263348569115,0.07389336690911205,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
2,1,Q9_GAD2_Worry,0.15069461886056118,0.28535574788347784,"[""Q11_Internet_Access"", ""Q16_Belonging"", ""Q1_Academic_Performance"", ""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q8_GAD2_Nervous"", ""Q9_GAD2_Worry""]",False
