outer_fold,inner_fold,K,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10
5,2,10,61,23,38,27,11,3,20,0.5,0.7704918033,0.6451612903,0.8695652174,0.7105263158,0.7900457666,0.9,31,0.5081967213,1.55,0.7407407407,0.8130081301,0.819221968,0.7326377056,0.1791872633,0.2386209982
5,2,15,61,23,38,27,11,4,19,0.5,0.7540983607,0.6333333333,0.8260869565,0.7105263158,0.7683066362,0.8709677419,30,0.4918032787,1.5789473684,0.7169811321,0.7786885246,0.8249427918,0.7425676074,0.178312724,0.1950420024
5,2,20,61,23,38,27,11,4,19,0.5,0.7540983607,0.6333333333,0.8260869565,0.7105263158,0.7683066362,0.8709677419,30,0.4918032787,1.5789473684,0.7169811321,0.7786885246,0.8226544622,0.738612223,0.1800153019,0.2092651674
5,3,1,60,22,38,23,15,10,12,0.5,0.5833333333,0.4444444444,0.5454545455,0.6052631579,0.5753588517,0.696969697,27,0.45,2.25,0.4897959184,0.5217391304,0.6901913876,0.6335256185,0.219356299,0.1278725338
5,3,5,60,22,38,25,13,10,12,0.5,0.6166666667,0.48,0.5454545455,0.6578947368,0.6016746411,0.7142857143,25,0.4166666667,2.0833333333,0.5106382979,0.5309734513,0.6854066986,0.5923965534,0.2226009759,0.109985519
5,3,10,60,22,38,25,13,10,12,0.5,0.6166666667,0.48,0.5454545455,0.6578947368,0.6016746411,0.7142857143,25,0.4166666667,2.0833333333,0.5106382979,0.5309734513,0.6818181818,0.588372945,0.2203573043,0.1336968509
5,3,15,60,22,38,25,13,10,12,0.5,0.6166666667,0.48,0.5454545455,0.6578947368,0.6016746411,0.7142857143,25,0.4166666667,2.0833333333,0.5106382979,0.5309734513,0.6830143541,0.5863847941,0.220923313,0.1076127638
5,3,20,60,22,38,25,13,10,12,0.5,0.6166666667,0.48,0.5454545455,0.6578947368,0.6016746411,0.7142857143,25,0.4166666667,2.0833333333,0.5106382979,0.5309734513,0.6842105263,0.6157300729,0.2209661572,0.1288945061
5,4,1,60,23,37,28,9,10,13,0.5,0.6833333333,0.5909090909,0.5652173913,0.7567567568,0.660987074,0.7368421053,22,0.3666666667,1.6923076923,0.5777777778,0.5701754386,0.7814336075,0.7770277267,0.181355045,0.1046833257
5,4,5,60,23,37,28,9,9,14,0.5,0.7,0.6086956522,0.6086956522,0.7567567568,0.6827262045,0.7567567568,23,0.3833333333,1.6428571429,0.6086956522,0.6086956522,0.7920094007,0.7900033067,0.1798361298,0.1336978498
5,4,10,60,23,37,27,10,9,14,0.5,0.6833333333,0.5833333333,0.6086956522,0.7297297297,0.669212691,0.75,24,0.4,1.7142857143,0.5957446809,0.6034482759,0.7779083431,0.7817230409,0.1817371553,0.1511056331
5,4,15,60,23,37,27,10,9,14,0.5,0.6833333333,0.5833333333,0.6086956522,0.7297297297,0.669212691,0.75,24,0.4,1.7142857143,0.5957446809,0.6034482759,0.78613396,0.7859719139,0.1820020731,0.1510790346
5,4,20,60,23,37,27,10,9,14,0.5,0.6833333333,0.5833333333,0.6086956522,0.7297297297,0.669212691,0.75,24,0.4,1.7142857143,0.5957446809,0.6034482759,0.7849588719,0.7854738885,0.1817934559,0.1780726252
5,5,1,60,23,37,20,17,5,18,0.5,0.6333333333,0.5142857143,0.7826086957,0.5405405405,0.6615746181,0.8,35,0.5833333333,1.9444444444,0.6206896552,0.7086614173,0.7121034078,0.5770169076,0.2209189032,0.1126926089
5,5,5,60,23,37,24,13,6,17,0.5,0.6833333333,0.5666666667,0.7391304348,0.6486486486,0.6938895417,0.8,30,0.5,1.7647058824,0.641509434,0.6967213115,0.7250293772,0.5979511458,0.2201084076,0.1464915477
5,5,10,60,23,37,26,11,6,17,0.5,0.7166666667,0.6071428571,0.7391304348,0.7027027027,0.7209165687,0.8125,28,0.4666666667,1.6470588235,0.6666666667,0.7083333333,0.7273795535,0.5974355438,0.2187347219,0.1295134604
5,5,15,60,23,37,26,11,6,17,0.5,0.7166666667,0.6071428571,0.7391304348,0.7027027027,0.7209165687,0.8125,28,0.4666666667,1.6470588235,0.6666666667,0.7083333333,0.7356051704,0.6111381949,0.2171821602,0.1239638358
5,5,20,60,23,37,26,11,6,17,0.5,0.7166666667,0.6071428571,0.7391304348,0.7027027027,0.7209165687,0.8125,28,0.4666666667,1.6470588235,0.6666666667,0.7083333333,0.7344300823,0.6060618352,0.2173719528,0.1372582133
6,1,1,61,23,38,23,15,6,17,0.5,0.6557377049,0.53125,0.7391304348,0.6052631579,0.6721967963,0.7931034483,32,0.5245901639,1.8823529412,0.6181818182,0.685483871,0.7637299771,0.6980271868,0.2041184214,0.1293219838
6,1,5,61,23,38,22,16,6,17,0.5,0.6393442623,0.5151515152,0.7391304348,0.5789473684,0.6590389016,0.7857142857,33,0.5409836066,1.9411764706,0.6071428571,0.68,0.7723112128,0.7169005736,0.2043799793,0.1323978591
6,1,10,61,23,38,23,15,6,17,0.5,0.6557377049,0.53125,0.7391304348,0.6052631579,0.6721967963,0.7931034483,32,0.5245901639,1.8823529412,0.6181818182,0.685483871,0.7723112128,0.7208187924,0.2029326414,0.1440338966
6,1,15,61,23,38,21,17,6,17,0.5,0.6229508197,0.5,0.7391304348,0.5526315789,0.6458810069,0.7777777778,34,0.5573770492,2.0,0.5964912281,0.6746031746,0.7734553776,0.7224057888,0.2038977012,0.143759758
6,1,20,61,23,38,21,17,6,17,0.5,0.6229508197,0.5,0.7391304348,0.5526315789,0.6458810069,0.7777777778,34,0.5573770492,2.0,0.5964912281,0.6746031746,0.7711670481,0.7209087543,0.2034934682,0.1405516626
6,2,1,61,23,38,30,8,7,16,0.5,0.7540983607,0.6666666667,0.6956521739,0.7894736842,0.7425629291,0.8108108108,24,0.393442623,1.5,0.6808510638,0.6896551724,0.8455377574,0.777963591,0.1687998053,0.1695984983
6,2,5,61,23,38,30,8,7,16,0.5,0.7540983607,0.6666666667,0.6956521739,0.7894736842,0.7425629291,0.8108108108,24,0.393442623,1.5,0.6808510638,0.6896551724,0.8340961098,0.735858426,0.1706548465,0.1215290916
6,2,10,61,23,38,30,8,7,16,0.5,0.7540983607,0.6666666667,0.6956521739,0.7894736842,0.7425629291,0.8108108108,24,0.393442623,1.5,0.6808510638,0.6896551724,0.8375286041,0.7620207055,0.1710174804,0.1038365029
6,2,15,61,23,38,30,8,7,16,0.5,0.7540983607,0.6666666667,0.6956521739,0.7894736842,0.7425629291,0.8108108108,24,0.393442623,1.5,0.6808510638,0.6896551724,0.8386727689,0.770816355,0.1703809322,0.1047702691
6,2,20,61,23,38,30,8,7,16,0.5,0.7540983607,0.6666666667,0.6956521739,0.7894736842,0.7425629291,0.8108108108,24,0.393442623,1.5,0.6808510638,0.6896551724,0.8386727689,0.7658095379,0.1707537871,0.1099966054
6,3,1,60,22,38,27,11,5,17,0.5,0.7333333333,0.6071428571,0.7727272727,0.7105263158,0.7416267943,0.84375,28,0.4666666667,1.6470588235,0.68,0.7327586207,0.7583732057,0.6109309291,0.2102470973,0.2058241628
6,3,5,60,22,38,27,11,5,17,0.5,0.7333333333,0.6071428571,0.7727272727,0.7105263158,0.7416267943,0.84375,28,0.4666666667,1.6470588235,0.68,0.7327586207,0.7727272727,0.6428077585,0.2041880134,0.1695877393
6,3,10,60,22,38,26,12,5,17,0.5,0.7166666667,0.5862068966,0.7727272727,0.6842105263,0.7284688995,0.8387096774,29,0.4833333333,1.7058823529,0.6666666667,0.7264957265,0.7679425837,0.6323378706,0.2038679868,0.1542583711
6,3,15,60,22,38,26,12,5,17,0.5,0.7166666667,0.5862068966,0.7727272727,0.6842105263,0.7284688995,0.8387096774,29,0.4833333333,1.7058823529,0.6666666667,0.7264957265,0.7631578947,0.6265314665,0.2060649133,0.1551434244
6,3,20,60,22,38,26,12,5,17,0.5,0.7166666667,0.5862068966,0.7727272727,0.6842105263,0.7284688995,0.8387096774,29,0.4833333333,1.7058823529,0.6666666667,0.7264957265,0.7607655502,0.6233885648,0.2057988205,0.15536518
6,4,1,60,23,37,31,6,11,12,0.5,0.7166666667,0.6666666667,0.5217391304,0.8378378378,0.6797884841,0.7380952381,18,0.3,1.5,0.5853658537,0.5454545455,0.8049353702,0.6521644809,0.1928025905,0.1222591683
6,4,5,60,23,37,32,5,8,15,0.5,0.7833333333,0.75,0.652173913,0.8648648649,0.758519389,0.8,20,0.3333333333,1.3333333333,0.6976744186,0.6696428571,0.8202115159,0.6949782172,0.1810546564,0.1676271051
6,4,10,60,23,37,32,5,8,15,0.5,0.7833333333,0.75,0.652173913,0.8648648649,0.758519389,0.8,20,0.3333333333,1.3333333333,0.6976744186,0.6696428571,0.8202115159,0.6880036919,0.1810685595,0.169946889
6,4,15,60,23,37,32,5,9,14,0.5,0.7666666667,0.7368421053,0.6086956522,0.8648648649,0.7367802585,0.7804878049,19,0.3166666667,1.3571428571,0.6666666667,0.6306306306,0.8190364277,0.6892168287,0.1811129302,0.1533847176
6,4,20,60,23,37,31,6,7,16,0.5,0.7833333333,0.7272727273,0.6956521739,0.8378378378,0.7667450059,0.8157894737,22,0.3666666667,1.375,0.7111111111,0.701754386,0.8119858989,0.6799865481,0.1811128765,0.1694430582
6,5,1,60,23,37,21,16,7,16,0.5,0.6166666667,0.5,0.6956521739,0.5675675676,0.6316098707,0.75,32,0.5333333333,2.0,0.5818181818,0.6451612903,0.7238542891,0.6712012899,0.2228410651,0.1639807152
6,5,5,60,23,37,21,16,7,16,0.5,0.6166666667,0.5,0.6956521739,0.5675675676,0.6316098707,0.75,32,0.5333333333,2.0,0.5818181818,0.6451612903,0.7250293772,0.6759935463,0.220390233,0.1477888574
6,5,10,60,23,37,22,15,7,16,0.5,0.6333333333,0.5161290323,0.6956521739,0.5945945946,0.6451233843,0.7586206897,31,0.5166666667,1.9375,0.5925925926,0.6504065041,0.7309048179,0.6801327073,0.2204805892,0.1738897692
6,5,15,60,23,37,22,15,7,16,0.5,0.6333333333,0.5161290323,0.6956521739,0.5945945946,0.6451233843,0.7586206897,31,0.5166666667,1.9375,0.5925925926,0.6504065041,0.732079906,0.6826915444,0.2195331116,0.1496080607
6,5,20,60,23,37,22,15,7,16,0.5,0.6333333333,0.5161290323,0.6956521739,0.5945945946,0.6451233843,0.7586206897,31,0.5166666667,1.9375,0.5925925926,0.6504065041,0.7297297297,0.6774447069,0.2217692909,0.1594960334
7,1,1,61,23,38,30,8,7,16,0.5,0.7540983607,0.6666666667,0.6956521739,0.7894736842,0.7425629291,0.8108108108,24,0.393442623,1.5,0.6808510638,0.6896551724,0.828375286,0.7116919173,0.1846665612,0.2070174918
7,1,5,61,23,38,29,9,7,16,0.5,0.737704918,0.64,0.6956521739,0.7631578947,0.7294050343,0.8055555556,25,0.4098360656,1.5625,0.6666666667,0.6837606838,0.8054919908,0.684272824,0.1881709664,0.1673543192
7,1,10,61,23,38,29,9,8,15,0.5,0.7213114754,0.625,0.652173913,0.7631578947,0.7076659039,0.7837837838,24,0.393442623,1.6,0.6382978723,0.6465517241,0.8066361556,0.6842163587,0.1880738735,0.1921387132
7,1,15,61,23,38,29,9,7,16,0.5,0.737704918,0.64,0.6956521739,0.7631578947,0.7294050343,0.8055555556,25,0.4098360656,1.5625,0.6666666667,0.6837606838,0.8066361556,0.6894707153,0.1867878194,0.1882211981
7,1,20,61,23,38,29,9,6,17,0.5,0.7540983607,0.6538461538,0.7391304348,0.7631578947,0.7511441648,0.8285714286,26,0.4262295082,1.5294117647,0.693877551,0.7203389831,0.8100686499,0.6984848896,0.1853195485,0.1977328001
7,2,1,61,23,38,25,13,7,16,0.5,0.6721311475,0.5517241379,0.6956521739,0.6578947368,0.6767734554,0.78125,29,0.4754098361,1.8125,0.6153846154,0.6611570248,0.76201373,0.6995126551,0.2048482234,0.1465326435
7,2,5,61,23,38,27,11,6,17,0.5,0.7213114754,0.6071428571,0.7391304348,0.7105263158,0.7248283753,0.8181818182,28,0.4590163934,1.6470588235,0.6666666667,0.7083333333,0.7871853547,0.7582261942,0.1902378188,0.1482493875
7,2,10,61,23,38,27,11,6,17,0.5,0.7213114754,0.6071428571,0.7391304348,0.7105263158,0.7248283753,0.8181818182,28,0.4590163934,1.6470588235,0.6666666667,0.7083333333,0.7929061785,0.76356301,0.1892523777,0.1471625117
7,2,15,61,23,38,27,11,6,17,0.5,0.7213114754,0.6071428571,0.7391304348,0.7105263158,0.7248283753,0.8181818182,28,0.4590163934,1.6470588235,0.6666666667,0.7083333333,0.7940503432,0.761369287,0.1908623522,0.1434861204
7,2,20,61,23,38,27,11,6,17,0.5,0.7213114754,0.6071428571,0.7391304348,0.7105263158,0.7248283753,0.8181818182,28,0.4590163934,1.6470588235,0.6666666667,0.7083333333,0.799771167,0.7724269084,0.1895471274,0.1577830034
7,3,1,61,23,38,24,14,10,13,0.5,0.606557377,0.4814814815,0.5652173913,0.6315789474,0.5983981693,0.7058823529,27,0.4426229508,2.0769230769,0.52,0.5462184874,0.6109839817,0.4783555445,0.2730772569,0.2053907746
7,3,5,61,23,38,23,15,10,13,0.5,0.5901639344,0.4642857143,0.5652173913,0.6052631579,0.5852402746,0.696969697,28,0.4590163934,2.1538461538,0.5098039216,0.5416666667,0.6270022883,0.5473813163,0.2593301364,0.1908440772
7,3,10,61,23,38,25,13,10,13,0.5,0.6229508197,0.5,0.5652173913,0.6578947368,0.6115560641,0.7142857143,26,0.4262295082,2.0,0.5306122449,0.5508474576,0.6224256293,0.5191551584,0.2590300548,0.1652316451
7,3,15,61,23,38,25,13,10,13,0.5,0.6229508197,0.5,0.5652173913,0.6578947368,0.6115560641,0.7142857143,26,0.4262295082,2.0,0.5306122449,0.5508474576,0.6247139588,0.5441111328,0.2579324827,0.1736303835
7,3,20,61,23,38,26,12,10,13,0.5,0.6393442623,0.52,0.5652173913,0.6842105263,0.6247139588,0.7222222222,25,0.4098360656,1.9230769231,0.5416666667,0.5555555556,0.6247139588,0.5439136125,0.2568927916,0.170992954
7,4,1,60,23,37,25,12,7,16,0.5,0.6833333333,0.5714285714,0.6956521739,0.6756756757,0.6856639248,0.78125,28,0.4666666667,1.75,0.6274509804,0.6666666667,0.6756756757,0.5652281836,0.2231196628,0.1407433927
7,4,5,60,23,37,26,11,6,17,0.5,0.7166666667,0.6071428571,0.7391304348,0.7027027027,0.7209165687,0.8125,28,0.4666666667,1.6470588235,0.6666666667,0.7083333333,0.7238542891,0.7040086407,0.2038350832,0.1384061543
7,4,10,60,23,37,26,11,6,17,0.5,0.7166666667,0.6071428571,0.7391304348,0.7027027027,0.7209165687,0.8125,28,0.4666666667,1.6470588235,0.6666666667,0.7083333333,0.7403055229,0.7366030833,0.2011632423,0.1414915465
7,4,15,60,23,37,26,11,6,17,0.5,0.7166666667,0.6071428571,0.7391304348,0.7027027027,0.7209165687,0.8125,28,0.4666666667,1.6470588235,0.6666666667,0.7083333333,0.7332549941,0.7223358606,0.2010755454,0.1686032392
7,4,20,60,23,37,26,11,6,17,0.5,0.7166666667,0.6071428571,0.7391304348,0.7027027027,0.7209165687,0.8125,28,0.4666666667,1.6470588235,0.6666666667,0.7083333333,0.7391304348,0.7370871249,0.1996306867,0.1637483108
7,5,1,60,23,37,27,10,9,14,0.5,0.6833333333,0.5833333333,0.6086956522,0.7297297297,0.669212691,0.75,24,0.4,1.7142857143,0.5957446809,0.6034482759,0.7920094007,0.6934490509,0.1930074197,0.1834635054
7,5,5,60,23,37,27,10,8,15,0.5,0.7,0.6,0.652173913,0.7297297297,0.6909518214,0.7714285714,25,0.4166666667,1.6666666667,0.625,0.641025641,0.7884841363,0.6848239343,0.1915684387,0.140526025
7,5,10,60,23,37,27,10,7,16,0.5,0.7166666667,0.6153846154,0.6956521739,0.7297297297,0.7126909518,0.7941176471,26,0.4333333333,1.625,0.6530612245,0.6779661017,0.7896592244,0.6870098065,0.1892222381,0.1747214245
7,5,15,60,23,37,27,10,7,16,0.5,0.7166666667,0.6153846154,0.6956521739,0.7297297297,0.7126909518,0.7941176471,26,0.4333333333,1.625,0.6530612245,0.6779661017,0.7967097532,0.6929149607,0.1867939881,0.173836869
7,5,20,60,23,37,27,10,7,16,0.5,0.7166666667,0.6153846154,0.6956521739,0.7297297297,0.7126909518,0.7941176471,26,0.4333333333,1.625,0.6530612245,0.6779661017,0.7955346651,0.6905855213,0.1870806301,0.1743384741
8,1,1,61,23,38,28,10,14,9,0.5,0.606557377,0.4736842105,0.3913043478,0.7368421053,0.5640732265,0.6666666667,19,0.3114754098,2.1111111111,0.4285714286,0.4054054054,0.5800915332,0.4456474224,0.2627336974,0.2121479054
8,1,5,61,23,38,29,9,13,10,0.5,0.6393442623,0.5263157895,0.4347826087,0.7631578947,0.5989702517,0.6904761905,19,0.3114754098,1.9,0.4761904762,0.4504504505,0.5743707094,0.4596066155,0.2605128992,0.1852884691
8,1,10,61,23,38,27,11,14,9,0.5,0.5901639344,0.45,0.3913043478,0.7105263158,0.5509153318,0.6585365854,20,0.3278688525,2.2222222222,0.4186046512,0.4017857143,0.561784897,0.443599273,0.263128011,0.1641443584
8,1,15,61,23,38,29,9,14,9,0.5,0.6229508197,0.5,0.3913043478,0.7631578947,0.5772311213,0.6744186047,18,0.2950819672,2.0,0.4390243902,0.4090909091,0.5652173913,0.4469619156,0.2616513768,0.1743276258
8,1,20,61,23,38,29,9,14,9,0.5,0.6229508197,0.5,0.3913043478,0.7631578947,0.5772311213,0.6744186047,18,0.2950819672,2.0,0.4390243902,0.4090909091,0.5629290618,0.4457777839,0.2602923773,0.1736277826
8,2,1,61,23,38,25,13,5,18,0.5,0.7049180328,0.5806451613,0.7826086957,0.6578947368,0.7202517162,0.8333333333,31,0.5081967213,1.7222222222,0.6666666667,0.7317073171,0.8077803204,0.7766412993,0.186497375,0.1319956298
8,2,5,61,23,38,27,11,6,17,0.5,0.7213114754,0.6071428571,0.7391304348,0.7105263158,0.7248283753,0.8181818182,28,0.4590163934,1.6470588235,0.6666666667,0.7083333333,0.8009153318,0.7629790902,0.1883454958,0.1299483774
8,2,10,61,23,38,25,13,5,18,0.5,0.7049180328,0.5806451613,0.7826086957,0.6578947368,0.7202517162,0.8333333333,31,0.5081967213,1.7222222222,0.6666666667,0.7317073171,0.7848970252,0.7416751658,0.1922511339,0.1633391043
8,2,15,61,23,38,25,13,7,16,0.5,0.6721311475,0.5517241379,0.6956521739,0.6578947368,0.6767734554,0.78125,29,0.4754098361,1.8125,0.6153846154,0.6611570248,0.7826086957,0.7413687985,0.1923841046,0.1372967675
8,2,20,61,23,38,25,13,7,16,0.5,0.6721311475,0.5517241379,0.6956521739,0.6578947368,0.6767734554,0.78125,29,0.4754098361,1.8125,0.6153846154,0.6611570248,0.7768878719,0.7362767432,0.1919412122,0.1377714386
8,3,1,61,23,38,25,13,5,18,0.5,0.7049180328,0.5806451613,0.7826086957,0.6578947368,0.7202517162,0.8333333333,31,0.5081967213,1.7222222222,0.6666666667,0.7317073171,0.8249427918,0.7437937778,0.1868460271,0.144778205
8,3,5,61,23,38,27,11,5,18,0.5,0.737704918,0.6206896552,0.7826086957,0.7105263158,0.7465675057,0.84375,29,0.4754098361,1.6111111111,0.6923076923,0.7438016529,0.8443935927,0.7816914117,0.1820587439,0.1554237858
8,3,10,61,23,38,26,12,4,19,0.5,0.737704918,0.6129032258,0.8260869565,0.6842105263,0.7551487414,0.8666666667,31,0.5081967213,1.6315789474,0.7037037037,0.7723577236,0.852402746,0.8261796954,0.180802828,0.1701443024
8,3,15,61,23,38,26,12,4,19,0.5,0.737704918,0.6129032258,0.8260869565,0.6842105263,0.7551487414,0.8666666667,31,0.5081967213,1.6315789474,0.7037037037,0.7723577236,0.8546910755,0.8299913869,0.1812720533,0.1794236407
8,3,20,61,23,38,26,12,4,19,0.5,0.737704918,0.6129032258,0.8260869565,0.6842105263,0.7551487414,0.8666666667,31,0.5081967213,1.6315789474,0.7037037037,0.7723577236,0.8546910755,0.830966584,0.1808952582,0.1791805859
8,4,1,60,23,37,31,6,9,14,0.5,0.75,0.7,0.6086956522,0.8378378378,0.723266745,0.775,20,0.3333333333,1.4285714286,0.6511627907,0.625,0.8331374853,0.7896258983,0.1739446771,0.12502329
8,4,5,60,23,37,29,8,9,14,0.5,0.7166666667,0.6363636364,0.6086956522,0.7837837838,0.696239718,0.7631578947,22,0.3666666667,1.5714285714,0.6222222222,0.6140350877,0.8249118684,0.7860906813,0.1771222082,0.1469584353
8,4,10,60,23,37,29,8,9,14,0.5,0.7166666667,0.6363636364,0.6086956522,0.7837837838,0.696239718,0.7631578947,22,0.3666666667,1.5714285714,0.6222222222,0.6140350877,0.8272620447,0.78327078,0.1772321998,0.181287132
8,4,15,60,23,37,29,8,9,14,0.5,0.7166666667,0.6363636364,0.6086956522,0.7837837838,0.696239718,0.7631578947,22,0.3666666667,1.5714285714,0.6222222222,0.6140350877,0.8331374853,0.7915483338,0.1744287315,0.1784763701
8,4,20,60,23,37,29,8,9,14,0.5,0.7166666667,0.6363636364,0.6086956522,0.7837837838,0.696239718,0.7631578947,22,0.3666666667,1.5714285714,0.6222222222,0.6140350877,0.8331374853,0.7920992065,0.1755937924,0.1669037727
8,5,1,60,23,37,20,17,9,14,0.5,0.5666666667,0.4516129032,0.6086956522,0.5405405405,0.5746180964,0.6896551724,31,0.5166666667,2.2142857143,0.5185185185,0.5691056911,0.6310223267,0.5250699252,0.2698422398,0.1801100473
8,5,5,60,23,37,22,15,8,15,0.5,0.6166666667,0.5,0.652173913,0.5945945946,0.6233842538,0.7333333333,30,0.5,2.0,0.5660377358,0.6147540984,0.6239717979,0.4839037607,0.2685201644,0.1814014643
8,5,10,60,23,37,22,15,8,15,0.5,0.6166666667,0.5,0.652173913,0.5945945946,0.6233842538,0.7333333333,30,0.5,2.0,0.5660377358,0.6147540984,0.6310223267,0.5158770952,0.2647252742,0.1840203625
8,5,15,60,23,37,20,17,8,15,0.5,0.5833333333,0.46875,0.652173913,0.5405405405,0.5963572268,0.7142857143,32,0.5333333333,2.1333333333,0.5454545455,0.6048387097,0.6333725029,0.5163801758,0.2660180935,0.1889048591
8,5,20,60,23,37,22,15,8,15,0.5,0.6166666667,0.5,0.652173913,0.5945945946,0.6233842538,0.7333333333,30,0.5,2.0,0.5660377358,0.6147540984,0.6357226792,0.5177343949,0.2658460944,0.1884215487
9,1,1,61,23,38,25,13,5,18,0.5,0.7049180328,0.5806451613,0.7826086957,0.6578947368,0.7202517162,0.8333333333,31,0.5081967213,1.7222222222,0.6666666667,0.7317073171,0.7345537757,0.6884921978,0.2109948761,0.1524350101
9,1,5,61,23,38,26,12,5,18,0.5,0.7213114754,0.6,0.7826086957,0.6842105263,0.733409611,0.8387096774,30,0.4918032787,1.6666666667,0.679245283,0.737704918,0.7151029748,0.6250707739,0.2144184488,0.1766028299
9,1,10,61,23,38,26,12,5,18,0.5,0.7213114754,0.6,0.7826086957,0.6842105263,0.733409611,0.8387096774,30,0.4918032787,1.6666666667,0.679245283,0.737704918,0.7139588101,0.6078283764,0.2164511585,0.1631556356
9,1,15,61,23,38,26,12,5,18,0.5,0.7213114754,0.6,0.7826086957,0.6842105263,0.733409611,0.8387096774,30,0.4918032787,1.6666666667,0.679245283,0.737704918,0.7128146453,0.613171409,0.215534528,0.1680699504
9,1,20,61,23,38,26,12,5,18,0.5,0.7213114754,0.6,0.7826086957,0.6842105263,0.733409611,0.8387096774,30,0.4918032787,1.6666666667,0.679245283,0.737704918,0.7185354691,0.6337407957,0.2144159891,0.1497682504
9,2,1,61,23,38,25,13,9,14,0.5,0.6393442623,0.5185185185,0.6086956522,0.6578947368,0.6332951945,0.7352941176,27,0.4426229508,1.9285714286,0.56,0.5882352941,0.7105263158,0.7073287705,0.2121752867,0.1294916807
9,2,5,61,23,38,24,14,10,13,0.5,0.606557377,0.4814814815,0.5652173913,0.6315789474,0.5983981693,0.7058823529,27,0.4426229508,2.0769230769,0.52,0.5462184874,0.6910755149,0.6927368557,0.2146219062,0.1433244785
9,2,10,61,23,38,24,14,10,13,0.5,0.606557377,0.4814814815,0.5652173913,0.6315789474,0.5983981693,0.7058823529,27,0.4426229508,2.0769230769,0.52,0.5462184874,0.7082379863,0.6984476895,0.211802757,0.1492207409
9,2,15,61,23,38,24,14,10,13,0.5,0.606557377,0.4814814815,0.5652173913,0.6315789474,0.5983981693,0.7058823529,27,0.4426229508,2.0769230769,0.52,0.5462184874,0.7173913043,0.7039247931,0.2115207682,0.1745736294
9,2,20,61,23,38,24,14,9,14,0.5,0.6229508197,0.5,0.6086956522,0.6315789474,0.6201372998,0.7272727273,28,0.4590163934,2.0,0.5490196078,0.5833333333,0.7276887872,0.7131119188,0.2089481771,0.1491352952
9,3,1,61,23,38,24,14,11,12,0.5,0.5901639344,0.4615384615,0.5217391304,0.6315789474,0.5766590389,0.6857142857,26,0.4262295082,2.1666666667,0.4897959184,0.5084745763,0.6578947368,0.5402280997,0.2327351447,0.1970457889
9,3,5,61,23,38,27,11,12,11,0.5,0.6229508197,0.5,0.4782608696,0.7105263158,0.5943935927,0.6923076923,22,0.3606557377,2.0,0.4888888889,0.4824561404,0.6704805492,0.5374658006,0.225057669,0.1313363465
9,3,10,61,23,38,28,10,12,11,0.5,0.6393442623,0.5238095238,0.4782608696,0.7368421053,0.6075514874,0.7,21,0.3442622951,1.9090909091,0.5,0.4867256637,0.6739130435,0.5437078988,0.2238764384,0.1300674132
9,3,15,61,23,38,28,10,12,11,0.5,0.6393442623,0.5238095238,0.4782608696,0.7368421053,0.6075514874,0.7,21,0.3442622951,1.9090909091,0.5,0.4867256637,0.6647597254,0.5291229722,0.225656652,0.1231327519
9,3,20,61,23,38,28,10,12,11,0.5,0.6393442623,0.5238095238,0.4782608696,0.7368421053,0.6075514874,0.7,21,0.3442622951,1.9090909091,0.5,0.4867256637,0.671624714,0.5344233931,0.2246445482,0.1257165372
9,4,1,60,23,37,26,11,9,14,0.5,0.6666666667,0.56,0.6086956522,0.7027027027,0.6556991774,0.7428571429,25,0.4166666667,1.7857142857,0.5833333333,0.5982905983,0.7438307873,0.6395021477,0.2055539911,0.1282601483
9,4,5,60,23,37,25,12,8,15,0.5,0.6666666667,0.5555555556,0.652173913,0.6756756757,0.6639247944,0.7575757576,27,0.45,1.8,0.6,0.6302521008,0.7403055229,0.6573536545,0.2087958454,0.1528355367
9,4,10,60,23,37,26,11,9,14,0.5,0.6666666667,0.56,0.6086956522,0.7027027027,0.6556991774,0.7428571429,25,0.4166666667,1.7857142857,0.5833333333,0.5982905983,0.7403055229,0.6543570089,0.2072917682,0.1220836798
9,4,15,60,23,37,26,11,9,14,0.5,0.6666666667,0.56,0.6086956522,0.7027027027,0.6556991774,0.7428571429,25,0.4166666667,1.7857142857,0.5833333333,0.5982905983,0.7403055229,0.6523174336,0.2073781329,0.1221561626
9,4,20,60,23,37,27,10,9,14,0.5,0.6833333333,0.5833333333,0.6086956522,0.7297297297,0.669212691,0.75,24,0.4,1.7142857143,0.5957446809,0.6034482759,0.7473560517,0.6598447598,0.2058075921,0.1055957091
9,5,1,60,23,37,30,7,9,14,0.5,0.7333333333,0.6666666667,0.6086956522,0.8108108108,0.7097532315,0.7692307692,21,0.35,1.5,0.6363636364,0.6194690265,0.7978848414,0.675342347,0.200546932,0.135411121
9,5,5,60,23,37,29,8,9,14,0.5,0.7166666667,0.6363636364,0.6086956522,0.7837837838,0.696239718,0.7631578947,22,0.3666666667,1.5714285714,0.6222222222,0.6140350877,0.8061104583,0.6902125015,0.191753655,0.1665926206
